Clause,mainVerb,mainReferent,Gold
* Cattle raised,raised,Cattle,CANNOT_DECIDE
for human consumption are called beef cattle.,called,Cattle,STATIVE
"Within the American beef cattle industry, the older term beef (plural beeves) is still used to refer to an animal of either sex.",used,beef,DYNAMIC
"Some Australian, Canadian, New Zealand and British people use the term beast, especially for single animals",use,Zealand,DYNAMIC
when the sex is unknown.,is,sex,STATIVE
* Cattle of bred specifically,bred,Cattle,CANNOT_DECIDE
for milk production are called milking or dairy cattle;,called,Cattle,STATIVE
a cow kept to provide milk,kept,cow,CANNOT_DECIDE
for one family may be called a house cow or milker.,called,family,STATIVE
"A ""fresh cow"" is a dairy term for a cow or first-calf heifer",is,cow,STATIVE
"who has recently given birth, or ""freshened.""",given,heifer,DYNAMIC
* The adjective applying to cattle in general is usually bovine.,is,adjective,STATIVE
"The terms ""bull"", ""cow"" and ""calf"" are also used by extension to denote the sex or age of other large animals,",used,terms,DYNAMIC
"including whales, hippopotamuses, camels, elk and elephants.",including,,STATIVE
=== Singular terminology issue ===,,,CANNOT_DECIDE
Cattle can only be used in the plural and not in the singular:,used,=,DYNAMIC
it is a plurale tantum.,is,it,STATIVE
"Thus one may refer to ""three cattle"" or ""some cattle"", but not ""one cattle"".",refer,one,DYNAMIC
"No universally used singular form in modern English of ""cattle"" exists, other than the sex- and age-specific terms such as cow, bull, steer and heifer.",exists,form,STATIVE
"Historically, ""ox"" was not a sex-specific term for adult cattle,",was,Historically,STATIVE
"but generally this is now used only for draft cattle, especially adult castrated males.",used,term,DYNAMIC
"The term is also incorporated into the names of other species, such as the musk ox and ""grunting ox""",incorporated,term,STATIVE
"(yak), and is used in some areas to describe certain cattle products such as ox-hide and oxtail.",used,term,DYNAMIC
Brahman Baby.,,,CANNOT_DECIDE
jpg|thumb|A Brahman calf,|,thumb,CANNOT_DECIDE
"""Cow"" is in general use as a singular for the collective ""cattle"",",is,Cow,STATIVE
despite the objections by those who insist it to be a female-specific term.,insist,those,STATIVE
"Although the phrase ""that cow is a bull"" is absurd from a lexicographic standpoint, the word ""cow"" is easy to use",is,cow,STATIVE
when a singular is needed,needed,singular,STATIVE
and the sex is unknown or irrelevant ,is,sex,STATIVE
"when ""there is a cow in the road"", for example.",is,cow,STATIVE
"Further, any herd of fully mature cattle in or near a pasture is statistically likely to consist mostly of cows,",is,so,STATIVE
so the term is probably accurate even in the restrictive sense.,is,term,STATIVE
"Other than the few bulls needed for breeding, the vast majority of male cattle are castrated as calves",castrated,Other,DYNAMIC
and slaughtered for meat before the age of three years.,slaughtered,Other,DYNAMIC
"Thus, in a pastured herd, any calves or herd bulls usually are clearly distinguishable from the cows due to distinctively different sizes and clear anatomical differences.",are,bulls,STATIVE
"Merriam-Webster, a US dictionary, recognizes the sex-nonspecific use of ""cow"" as an alternate definition,",recognizes,Merriam-Webster,STATIVE
"whereas Collins, a UK dictionary, does not.",does,Collins,STATIVE
"Colloquially, more general nonspecific terms may denote cattle",denote,terms,STATIVE
when a singular form is needed.,needed,form,STATIVE
"Australian, New Zealand and British farmers use the term ""beast"" or ""cattle beast"".",use,Zealand,DYNAMIC
"""Bovine"" is also used in Britain.",used,Bovine,DYNAMIC
"The term ""critter"" is common in the western United States and Canada,",is,critter,STATIVE
particularly when referring to young cattle.,referring,,CANNOT_DECIDE
"In some areas of the American South (particularly the Appalachian region),",,,CANNOT_DECIDE
"where both dairy and beef cattle are present, an individual animal was once called a ""beef critter"",",called,animal,STATIVE
though that term is becoming archaic.,becoming,term,DYNAMIC
=== Other terminology ===,,,CANNOT_DECIDE
Cattle raised,raised,Cattle,CANNOT_DECIDE
"for human consumption are called ""beef cattle"".",called,=,STATIVE
"Within the beef cattle industry in parts of the United States, the term ""beef"" (plural ""beeves"") is still used in its archaic sense to refer to an animal of either sex.",used,beef,DYNAMIC
Cows of certain breeds that are kept for the milk,kept,breeds,CANNOT_DECIDE
they give,give,they,DYNAMIC
"are called ""dairy cows"" or ""milking cows"" (formerly ""milch cows"").",called,Cows,STATIVE
"Most young male offspring of dairy cows are sold for veal,",sold,offspring,DYNAMIC
and may be referred to as veal calves.,referred,offspring,DYNAMIC
"The term ""dogies"" is used to describe orphaned calves in the context of ranch work in the American West, as in ""Keep them dogies moving"".",used,dogies,DYNAMIC
"In some places, a cow kept to provide milk",kept,cow,CANNOT_DECIDE
"for one family is called a ""house cow"".",called,family,STATIVE
"Other obsolete terms for cattle include ""neat"" (this use survives in ""neatsfoot oil"",",include,terms,STATIVE
"extracted from the feet and legs of cattle),",extracted,survives,DYNAMIC
"and ""beefing"" (young animal fit for slaughter).",,,STATIVE
"An onomatopoeic term for one of the most common sounds made by cattle is ""moo""",is,term,STATIVE
(also called lowing).,called,moo,STATIVE
There are a number of other sounds,are,number,STATIVE
"made by cattle,",made,sounds,DYNAMIC
"including calves bawling, and bulls bellowing.",including,,STATIVE
The bullroarer makes a sound similar to a bull's territorial call.,makes,bullroarer,DYNAMIC
== Anatomy ==,,,CANNOT_DECIDE
Cattle are large quadrupedal ungulate mammals with cloven hooves.,are,Anatomy,STATIVE
"Most breeds have horns,",have,breeds,STATIVE
which can be as large as the Texas Longhorn or small like a scur.,be,horns,STATIVE
Careful genetic selection has allowed polled (hornless) cattle to become widespread.,allowed,selection,DYNAMIC
"Cattle are ruminants,",are,Cattle,STATIVE
meaning,meaning,ruminants,STATIVE
their digestive system is highly specialized to allow the use of poorly digestible plants as food.,is,system,STATIVE
"Cattle have one stomach with four compartments, the rumen, reticulum, omasum, and abomasum, with the rumen being the largest compartment.",have,Cattle,STATIVE
"Cattle are known for regurgitating and re-chewing their food,",known,Cattle,STATIVE
"known as ""cud"" chewing.",known,food,STATIVE
"The reticulum, the smallest compartment, is known as the ""honeycomb"".",known,reticulum,STATIVE
Cattle sometimes consume metal objects,consume,Cattle,DYNAMIC
which are deposited in the reticulum and irritation from the metal objects causes hardware disease.,causes,objects,DYNAMIC
The omasum's main function is to absorb water and nutrients from the digestible feed.,is,function,STATIVE
"The omasum is known as the ""many plies"".",known,omasum,STATIVE
The abomasum is like the human stomach;,is,abomasum,STATIVE
"this is why it is known as the ""true stomach"".",is,this,STATIVE
The cud is then reswallowed and further digested by specialized microorganisms in the rumen.,reswallowed,cud,DYNAMIC
These microbes are primarily responsible for decomposing cellulose and other carbohydrates into volatile fatty acids cattle use as their primary metabolic fuel.,are,microbes,STATIVE
"The microbes inside the rumen also synthesize amino acids from non-protein nitrogenous sources, such as urea and ammonia.",synthesize,microbes,DYNAMIC
"As these microbes reproduce in the rumen, older generations die and their cells continue on through the digestive tract.",die,generations,DYNAMIC
"These cells are then partially digested in the small intestines,",digested,cells,DYNAMIC
allowing cattle to gain a high-quality protein source.,allowing,,DYNAMIC
These features allow cattle to thrive on grasses and other vegetation.,allow,features,STATIVE
