Clause,mainVerb,mainReferent,Gold
"If a large population of pacu enters an eco-system to which it isn't native, the fish can have a very adverse effect.",have,fish,STATIVE
Pet stores sell pacu as small as 58 cm (2-3 inches) long,sell,stores,DYNAMIC
and neglect to warn customers,neglect,,DYNAMIC
"that fish growth is not inhibited by tank size, contrary to popular fish lore.",inhibited,growth,STATIVE
"""Most UK dealers now refuse to stock this species due to the large size and expensive aquarium requirements",refuse,dealers,DYNAMIC
"it demands,""",demands,it,STATIVE
according to Practical Fishkeeping magazine's Matt Clarke.,according,,STATIVE
"Incapable of maintaining large aquaria, overwhelmed hobbyists are suspected of illegally releasing their pacu into wild waterways.",overwhelmed,Incapable,STATIVE
"As tropical fish, pacu will die in cold weather;",die,pacu,DYNAMIC
"as newcomers to an ecosystem, pacu may out-compete native species for available food, habitat, and other resources,",out-compete,pacu,DYNAMIC
or displace them by introducing exotic parasites or diseases.,displace,pacu,DYNAMIC
"Most wildlife resource authorities prohibit releasing exotic fish,",prohibit,authorities,STATIVE
"including pacu, into the wild.",including,,STATIVE
Officials of one Texas lake have put a $100 bounty on the pacu,put,Officials,DYNAMIC
caught there.,caught,put,DYNAMIC
===As exotic species===,,,CANNOT_DECIDE
State wildlife authorities typically advise home aquarists,advise,=,DYNAMIC
who wish to get rid of overgrown pacu to cut the heads off the fish,cut,aquarists,STATIVE
and dispose of them as garbage.,dispose,aquarists,CANNOT_DECIDE
"However, Habitattitude, a U.S. national initiative led by the Aquatic Nuisance Species (ANS)",led,initiative,CANNOT_DECIDE
"Task Force, recommends humanely disposing the fish through a veterinarian or pet retailer,",recommends,Habitattitude,STATIVE
"returning them to retailers,",returning,,DYNAMIC
"or donating them to a local aquarium society, school, or aquatic business.",donating,,DYNAMIC
"Additionally, aquarium-raised fish can be eaten (see note in Food fish for cautions and instructions).",eaten,fish,DYNAMIC
====In New Guinea====,,,CANNOT_DECIDE
"Pacu were introduced in 1994 to the Sepik River, and in 1997 to the Ramu river as a food source, due to overfishing of native species.",introduced,=,DYNAMIC
"Local people blame the fish for outcompeting native species,",blame,people,STATIVE
"including juvenile crocodiles, as well as for several attacks on humans.",including,,STATIVE
=== Game fish ===,,,CANNOT_DECIDE
"In Appendix B of Through the Brazilian Wilderness (see also online version), Theodore Roosevelt advised,",see,Wilderness,DYNAMIC
"""For small fish like the pacu and piranha an ordinary bass hook will do.""",do,hook,DYNAMIC
"Concerning the pacu,",Concerning,,CANNOT_DECIDE
he added:,added,he,DYNAMIC
"""A light rod and reel would be a convenience in catching the pacu.",be,reel,STATIVE
We used to fish for the latter variety in the quiet pools,used,We,DYNAMIC
"while allowing the canoe to drift,",allowing,We,DYNAMIC
and always saved some of the fish as bait for the big fellows.,saved,We,DYNAMIC
We fished for the pacu,fished,We,DYNAMIC
"as the native does,",does,native,DYNAMIC
kneading a ball of mandioc farina with water,kneading,,DYNAMIC
and placing it on the hook as bait.,placing,,DYNAMIC
"I should not be surprised, though,",surprised,I,STATIVE
"if it were possible, with carefully chosen flies, to catch some of the fish",were,it,STATIVE
that every once in a while we saw rise to the surface,saw,we,DYNAMIC
"and drag some luckless insect under.""",drag,,CANNOT_DECIDE
"More recently, South American rivers including the Amazon have become a popular destination for recreational anglers,",including,,DYNAMIC
who go to fly fish for pacu.,go,anglers,DYNAMIC
"The International Game Fishing Organization has sponsored fly-fishing courses for native Brazilian fishermen, typically accustomed to subsistence fishing,",sponsored,Organization,DYNAMIC
so they can work as guides to fishing tourists.,work,they,DYNAMIC
"When bait-fishing in pacu-stocked ponds, anglers in Malaysia are advised to use circle hooks,",advised,anglers,STATIVE
"size 2 or larger, and braided leather rather than nylon leaders",braided,anglers,CANNOT_DECIDE
which are easily broken by the pacu's teeth.,broken,leaders,DYNAMIC
"Since pond pacu often nibble at the bait before taking it, anglers should let",let,anglers,DYNAMIC
them swim away with the bait.,swim,them,CANNOT_DECIDE
"If the angler simply allows the line to tighten, the circle hook will slide to the side of the fish's mouth",slide,hook,DYNAMIC
and embed its point there.,embed,hook,DYNAMIC
PreparedPacu VillaTunari.,,,CANNOT_DECIDE
"jpg|right|270px|thumb|Grilled pacu over rice with sides of lettuce, tomato, onions, and plantains, with a lemon-half garnish.",pacu,Grilled,CANNOT_DECIDE
"Photograph taken in Villa Tunari, Bolivia, by Marc Alan Davis.",taken,Photograph,DYNAMIC
=== Food fish ===,,,CANNOT_DECIDE
Theodore Roosevelt wrote of catching and eating pacu in his book Through the Brazilian Wilderness.,wrote,Roosevelt,DYNAMIC
"He described them as ""good-sized, deep-bodied fish,""",described,He,DYNAMIC
"and noted,",noted,He,DYNAMIC
"""They were delicious eating.""",were,They,STATIVE
"Today, the Amazon river is experiencing a crisis of overfishing.",experiencing,river,STATIVE
"Both subsistence fishers and their commercial rivals compete in netting large quantities of pacu,",compete,fishers,DYNAMIC
which bring good prices at markets in Brazil and abroad.,bring,pacu,DYNAMIC
"Aquaculture may relieve the overfishing crisis,",relieve,Aquaculture,DYNAMIC
as well as improve food security by boosting fish supplies.,improve,Aquaculture,DYNAMIC
Various species of pacu are increasingly being used for warm-water farm fishing around the world.,used,species,DYNAMIC
Pacu are considered ideal for their tolerance of the low-oxygen water in farm ponds.,considered,Pacu,STATIVE
"They also don't require a lot of expensive protein in their diet,",require,They,STATIVE
and can be raised year-round in warm or temperature-controlled environments.,raised,They,DYNAMIC
Research shows,shows,Research,STATIVE
"that the ""flavor of [farmed] pacu is comparable to that of hybrid striped bass, tilapia, and rainbow trout, but superior to catfish.""",is,flavor,STATIVE
"In South America, pacu are prized for their sweet, mild flavor.",prized,pacu,STATIVE
"Aquarium-raised pacu can be cooked and eaten,",cooked,pacu,DYNAMIC
but care should be taken to ensure,taken,pacu,DYNAMIC
that no chemicals or medicines were used in the aquarium.,used,chemicals,DYNAMIC
Heather Candelaria provides a recipe and preparation instructions on the Greater Seattle Aquarium Society's Web site.,provides,Candelaria,DYNAMIC
==Incorrect claim of testicle-biting==,=,=,CANNOT_DECIDE
"In 2013, a pacu specimen was found by a fisherman in Denmark.",found,specimen,DYNAMIC
This led to media reports,led,This,DYNAMIC
mistakenly warning,warning,reports,DYNAMIC
that the fish could attack male testicles.,attack,fish,DYNAMIC
The reports were based on a joke,based,reports,STATIVE
that was not meant to be taken seriously.,meant,joke,STATIVE
