Clause,mainVerb,mainReferent,Gold
"Last year, I rented a small house on Vega IV, a sea world, all islands and reefs and archipelagos, turquoise waters and aquamarine skies,",rented,I,DYNAMIC
sunrises like symphonies and sunsets like stars,,,CANNOT_DECIDE
gone supernova.,gone,stars,DYNAMIC
There's only one city,'s,city,STATIVE
": called Nuevo Acapulco in La Enciclopedia del Empirio de la Humanidad, it's N'apulco to the locals.",'s,it,STATIVE
The N'apulcans are mostly emigrants from Polaris II;,are,N'apulcans,STATIVE
the only difference between them and their Carribbean ancestors is that the ancestors fleeced NorAm tourists.,is,difference,STATIVE
Now the N'apulcans profit from their Hispanic siblings.,profit,N'apulcans,DYNAMIC
I don't mean to sound cynical.,mean,I,STATIVE
I suppose,suppose,I,STATIVE
I wish to show,wish,I,STATIVE
"that I'm still capableof a certain authorial distance, a semblance of dispassionate observation.",capableof,I,STATIVE
The following events may indicate otherwise.,indicate,events,DYNAMIC
"In fine tourist tradition, most homes on Vega IV are named.",named,homes,STATIVE
"Mine was TheSleeping Flamingo,",was,Mine,STATIVE
and its outer walls were coral pink.,were,walls,STATIVE
"Were they mood-sensitive,",,,STATIVE
they would have changed,changed,they,DYNAMIC
as I first viewed them.,viewed,I,DYNAMIC
"The rental agent, an attractive N'apulcan named Tasha Cortez, was not mood-sensitive either.",mood-sensitive,agent,STATIVE
"She said,",said,She,DYNAMIC
"""It's beautiful,",'s,It,STATIVE
"isn't it, Seor Flynn?""",is,,CANNOT_DECIDE
My instinct was to gesture curtly with a cupped hand,was,instinct,STATIVE
that she lift the wind boatand take me elsewhere.,lift,hand,DYNAMIC
But she was young and attractive,was,say,STATIVE
(as I have said,said,young,DYNAMIC
and may say again) and eager and so happy to be assisting the infamous Bernardo Flynn,say,I,DYNAMIC
that I merely raised an eyebrow in mild scepticism.,raised,I,DYNAMIC
"And then, because a playwright cannot resist a promising line,",resist,playwright,DYNAMIC
"I said,",said,I,DYNAMIC
"""Your Sleeping Flamingo should be put to sleep.""",put,Flamingo,DYNAMIC
To say her face fell would do a disservice to Tasha and to literature.,do,say,DYNAMIC
(Allow memy self-indulgences,Allow,,CANNOT_DECIDE
as you would those of a dying man --,dying,,DYNAMIC
"when I convince my mindsmith to permit the wipe,",convince,I,DYNAMIC
"there will be another Bernardo Flynn, one",be,,STATIVE
who knows no more of Tasha Cortez or Vega IV,knows,one,STATIVE
than he reads here.),reads,he,DYNAMIC
"Her brows drew together,",drew,brows,DYNAMIC
"creasing the lovely, caramel-colored skin around her eyes",creasing,,DYNAMIC
and showing the pattern for an old woman's wrinkles on her forehead.,showing,,DYNAMIC
"Her lower lip (a trifle too narrow for her face, perhaps her only physical flaw) thrust forward slightly",thrust,lip,DYNAMIC
as she started to speak.,started,she,DYNAMIC
"She caught herself,",caught,She,DYNAMIC
"slid her jaw infinitesimally back into place,",slid,She,DYNAMIC
"and said,",said,She,DYNAMIC
"""You don't like it?""",like,You,CANNOT_DECIDE
I laughed.,laughed,I,DYNAMIC
What could I do?,do,I,CANNOT_DECIDE
I clapped her shoulder to show,clapped,I,DYNAMIC
I was not laughing ather.,laughing,I,DYNAMIC
"""Like it?",,,CANNOT_DECIDE
"I hate it,",hate,I,STATIVE
"despise it,",despise,it,STATIVE
abhor it!,abhor,it,STATIVE
"It's gaudy, graceless, pretentious --",'s,It,STATIVE
That house is an affront to taste and intelligence.,is,house,STATIVE
"I should buy it to raze it,",buy,I,DYNAMIC
but I am not so kind-hearted.,am,I,STATIVE
"I might, however, rent it.""",rent,I,DYNAMIC
I think,think,I,STATIVE
she only heard the last words of my speech.,heard,she,DYNAMIC
"""You will?""",,,CANNOT_DECIDE
"""It amuses me.",amuses,It,STATIVE
"Show me around,",Show,,CANNOT_DECIDE
"and then I shall decide.""",decide,I,DYNAMIC
"""Of course, Seor Flynn.""",Flynn,Señor,CANNOT_DECIDE
"""And stop calling me 'seor'.",stop,And,CANNOT_DECIDE
Not even Los Mundos is so polite.,is,Mundos,STATIVE
"Call meBernardo.""",,,CANNOT_DECIDE
"""If you wish.""",wish,you,STATIVE
"""I beg you, change the color of the walls, at the very least.""",beg,I,DYNAMIC
"""But of course!""",!,of,CANNOT_DECIDE
The house walls shifted from pink to lavender.,shifted,walls,DYNAMIC
I stared.,stared,I,DYNAMIC
"""How's that?""",'s,that,CANNOT_DECIDE
I looked at her.,looked,I,DYNAMIC
"""Worse?""",,,CANNOT_DECIDE
I nodded.,nodded,I,DYNAMIC
"""I would not have thought it possible.""",thought,I,STATIVE
She frowned.,frowned,She,DYNAMIC
"""It is rather ugly.""",is,It,STATIVE
"""Thoroughly ugly,"" I corrected with smile.",corrected,I,DYNAMIC
"""Obscenely ugly,"" said she,",said,she,DYNAMIC
smiling too.,smiling,she,DYNAMIC
"""No."" I pointed.",pointed,I,DYNAMIC
"""It has no tower.""",has,It,STATIVE
"""I can fix that.""",fix,I,DYNAMIC
She reached for another dial on the house controls.,reached,,DYNAMIC
"""Don't you dare!""",dare,,CANNOT_DECIDE
"Her wrist, when I grabbed it,",grabbed,I,DYNAMIC
was smooth and strong,was,wrist,STATIVE
and warmin my fingers.,warmin,wrist,STATIVE
"""I'll take it.",take,I,DYNAMIC
"Exactly as it is.""",Exactly,,STATIVE
"""You will?""",,,CANNOT_DECIDE
"""I must.",,,STATIVE
God knows,knows,God,STATIVE
"what you might do to it next.""",do,you,DYNAMIC
"Reluctantly, I released herhand.",released,I,DYNAMIC
The interior of The Flamingo was a welcome surprise.,was,interior,STATIVE
"Cloudwood had been used ina Mediterranean manner,",used,Cloudwood,DYNAMIC
making the house seem primitive and civilized at the same time.,making,Cloudwood,DYNAMIC
The kitchen and baths had every convenience,had,baths,STATIVE
that I desired.,desired,I,STATIVE
"From the living room, the view of the beach struck me with such intensity",struck,view,DYNAMIC
that Tasha asked,asked,Tasha,DYNAMIC
if I felt ill.,felt,I,STATIVE
All I could say,say,I,DYNAMIC
"was, ""No.",was,All,STATIVE
"I'm in love.""",'m,I,STATIVE
We both thought,thought,We,STATIVE
I referred to the vista.,referred,I,DYNAMIC
It's strange,'s,It,STATIVE
"how one can write delightedly of the happier moments of life,",write,one,DYNAMIC
forgetting the things,forgetting,,DYNAMIC
that one would forget by remembering fully the things,forget,one,DYNAMIC
"one would remember,",remember,one,STATIVE
"and suddenly the forgotten, in revenge, rears up to savage the unwary.",rears,It,DYNAMIC
So it was as I wrote the preceding.,was,it,STATIVE
"My heart convulsed,",convulsed,heart,DYNAMIC
and I left this manuscript for a three-day spree.,left,heart,DYNAMIC
Apparently I was so successful,was,I,STATIVE
that it lasted a week and a half.,lasted,it,STATIVE
"Not bad for an eighty-three-year-old, even for one who has his rejuve every month.",has,one,STATIVE
"And if I can brag and digress so easily,",brag,I,DYNAMIC
"this must not be painful enough to merit a mindwipe, yes?",be,this,STATIVE
No.,,,CANNOT_DECIDE
"I abandoned these notes to my future self to have the wipe done immediately,",abandoned,I,DYNAMIC
thinking,thinking,,STATIVE
that Bernardo Flynn should receive such services,receive,Flynn,DYNAMIC
"when he needed them,",needed,he,STATIVE
even should the need arise at the third hour after midnight.,arise,receive,DYNAMIC
My mindsmith is not so understanding.,is,mindsmith,STATIVE
She says,says,She,DYNAMIC
"I am emotionally a child, to which I reply, ""Of course.",,,STATIVE
"Why else would I come to you?""",come,I,CANNOT_DECIDE
This logic does not soothe her;,soothe,logic,DYNAMIC
she says,says,she,DYNAMIC
I must wait three weeks.,wait,I,STATIVE
Three!.,,,CANNOT_DECIDE
Such is the law.,is,Such,STATIVE
I say,say,I,DYNAMIC
"I do not care about law,",care,say,STATIVE
I care about service,care,I,STATIVE
and she should care about money.,care,I,STATIVE
Enough.,,,CANNOT_DECIDE
"I went on a spree,",went,I,DYNAMIC
and it must have been a good one.,been,it,STATIVE
I hope,hope,I,STATIVE
the wipe is as successful with my time on Vega IV,is,wipe,STATIVE
as my spree was with my time here.,was,successful,STATIVE
I dimly remember three bedpartners,remember,I,STATIVE
"who were probably human, and one",were,bedpartners,STATIVE
that I hope,hope,I,STATIVE
was delirium.,was,one,STATIVE
"I will not answer the phone for a week, no matter",answer,I,DYNAMIC
whose face appears on it.,appears,face,DYNAMIC
I keep evading the issue.,keep,I,DYNAMIC
But which issue?,,,CANNOT_DECIDE
"The issue of why I am evading theissue, or the issue itself?",evading,issue,CANNOT_DECIDE
To deal with the first: it hurts to remember.,deal,,STATIVE
"If I am capable of love,",am,I,STATIVE
I loved Tasha Cortez.,loved,I,STATIVE
"If I am not,",am,I,STATIVE
I had the perfect mirror for my narcissism.,had,I,STATIVE
"As for the issue itself, I'm no longer sure",'m,I,STATIVE
what I want to record.,want,I,STATIVE
Theplaywright in me wants every scene of our time together.,wants,Theplaywright,STATIVE
"The editor says no, only those",says,editor,DYNAMIC
that are relevant.,are,those,STATIVE
"The sufferer says no, only those",says,sufferer,DYNAMIC
which cause no pain.,cause,those,DYNAMIC
"And the artist says no, only those",says,artist,DYNAMIC
"which cause the most pain,",cause,those,DYNAMIC
for those would be the truest memories.,be,those,STATIVE
So I shall soothe my quarreling selves with a compromise.,soothe,I,DYNAMIC
I will not talk of thefirst time Tasha,talk,I,DYNAMIC
and I tried any act of sex or sport together.,tried,I,DYNAMIC
I can remember similar things with others.,remember,I,STATIVE
Tasha's witchery lay in making old acts new.,lay,witchery,STATIVE
Is that love?,love,that,CANNOT_DECIDE
Probably not.,Probably,not,CANNOT_DECIDE
"But it is something marvelous and rare,",is,it,STATIVE
which is surely a sign of love.,is,something,STATIVE
"If my love for her was the only important thing,",was,love,STATIVE
"I would leave a holo of herwith a note: ""Dear Future, this is Tasha Cortez.",leave,I,DYNAMIC
You loved her.,loved,You,STATIVE
"With warmest regards, Your Past.""",,,CANNOT_DECIDE
Enough.,,,CANNOT_DECIDE
"Tasha and I walked through The Sleeping Flamingo together,",walked,Tasha,DYNAMIC
and I decidedto buy it.,buy,Tasha,DYNAMIC
Then --,,,CANNOT_DECIDE
This is not easy.,is,This,STATIVE
"I stand up,",stand,I,DYNAMIC
"I walk around,",walk,I,DYNAMIC
I pretend someone makes a vid abouta writer,pretend,I,DYNAMIC
and I must enact every cliche.,enact,I,DYNAMIC
I cannot decide,decide,I,DYNAMIC
what's important.,'s,what,STATIVE
But I have learned something:,learned,I,DYNAMIC
writing trivializes.,writing,something,CANNOT_DECIDE
The Tasha who was is not the Tasha in this file.,is,Tasha,STATIVE
The Tasha in this file is not even the Tasha,is,Tasha,STATIVE
I loved and thought,loved,I,STATIVE
I knew.,knew,I,STATIVE
"The Tasha in this file would walk through a net show in half an hour, including commercials, and just before an ad for Figuero's Flash Diapers",walk,Tasha,DYNAMIC
-- Keeps Baby Driest!,,,STATIVE
", she --",,,CANNOT_DECIDE
Tasha is not the whole of what happened on Vega IV.,is,she,STATIVE
I must also write aboutEmiliano Gabriel Malaquez.,write,I,DYNAMIC
"Future Self, you know our style well enough to tell",know,you,STATIVE
that time has passed betweenthe last sentence and this.,passed,Self,DYNAMIC
"Not another spree -- at least, not like the other.",,,CANNOT_DECIDE
I have been re-reading all our favorite books --,re-reading,I,DYNAMIC
"But neither of us care to dwell on such boring subjects, do we?",do,we,CANNOT_DECIDE
"I want to pick up with Tasha and me walking about The Sleeping Flamingo,",want,I,STATIVE
"andthen, for the sake of literary convenience, to say",say,me,CANNOT_DECIDE
"that from a corner of the yard I saw a neighboring house,",saw,I,DYNAMIC
and the sight filled me with darkest forebodings.,filled,I,DYNAMIC
But the truth is that Tasha pointed it out,is,truth,STATIVE
"from the one place where it could barely be seen,",seen,it,DYNAMIC
and I only felt envy,felt,Tasha,DYNAMIC
that it had been designed by someone with understated good taste.,designed,it,DYNAMIC
"""Who lives there?""",lives,Who,CANNOT_DECIDE
I asked.,asked,I,DYNAMIC
"""No one,"" Tasha replied.",replied,Tasha,DYNAMIC
Truth is always more boring than fiction.,is,Truth,STATIVE
For Malaquez did not move into Dream',move,we,DYNAMIC
sEnd until four or five months after I -- we?,,,CANNOT_DECIDE
how does one speak to one's future self?,speak,one,CANNOT_DECIDE
-- occupied The Flamingo.,occupied,,STATIVE
I do not plan to write a book:,plan,I,STATIVE
this narrative must move more quickly.,move,narrative,DYNAMIC
"Tasha andI became lovers that evening, after a good dinner of paella at her apartment.",became,andI,DYNAMIC
"I made some small joke afterward, about approving of her firm's business incentives,",made,I,DYNAMIC
and she cried.,cried,I,DYNAMIC
"Consoling her,",Consoling,I,DYNAMIC
I began to suspect,began,I,DYNAMIC
I loved her.,loved,I,STATIVE
I moved into The Flamingo the next day;,moved,I,DYNAMIC
and she gave up her apartment three weeks later to join me.,gave,I,DYNAMIC
It was the sort of romance,was,It,STATIVE
that happens so rarely,happens,sort,DYNAMIC
that most people believe,believe,people,STATIVE
"it does not happen at all, the sort of romance",happen,it,DYNAMIC
that sustains the hopeless billions,sustains,sort,STATIVE
who regularly watch A Wandering Star,watch,billions,DYNAMIC
Called Love.,Called,Star,STATIVE
"(Which is to say, you and me, Future Self.)",is,Which,STATIVE
Who was Tasha Cortez?,was,Cortez,CANNOT_DECIDE
She was a twenty-four-year-old,was,She,STATIVE
(Terran Standard) N'Apulcanwho left university training in hydroponics to work for her aunt's real estate firm.,left,N'Apulcanwho,DYNAMIC
Her family said,said,family,DYNAMIC
"she did it to support her father,",did,she,DYNAMIC
who was dying of a particularly painful degenerative disease.,dying,father,DYNAMIC
Tasha said,said,Tasha,DYNAMIC
she woke up one morning convinced that if she spent another day,woke,she,DYNAMIC
"studying vegetables,",studying,,CANNOT_DECIDE
she would become one.,become,she,DYNAMIC
She did not like my plays.,like,She,STATIVE
I had impressed her,impressed,I,DYNAMIC
"because I was famous and amusingand not,",was,I,STATIVE
"as I had hoped,",hoped,I,STATIVE
because I was a great artist.,was,I,STATIVE
"That bothered (yes, and intrigued) me until I realized",bothered,That,DYNAMIC
"that she was bored by most plays, movies, and vid.",bored,she,STATIVE
She did not like being a spectator.,did,,STATIVE
I often told her,told,I,DYNAMIC
that she should have a bio-check to see,have,she,STATIVE
if she suffered from some metabolic imbalance.,suffered,she,STATIVE
I often told her too many things.,told,I,DYNAMIC
"Search ""Emiliano Malaquez"" and you'll find",find,Search,CANNOT_DECIDE
"he's a master of the ""capturedmoment"" school of sculpture.",'s,he,STATIVE
Even The Terran Times has only praise for his work.,has,Times,STATIVE
To compare his pieces to those of others is to compare mannequins to living models.,is,compare,STATIVE
He accents the illusion of reality,accents,He,DYNAMIC
-- I paraphrase his entry in La Enciclopedia Humanica --,paraphrase,I,DYNAMIC
"by doing life-size scenes in ""the full round,"" never the easier frontal or three-quarters view.",doing,He,DYNAMIC
"Moreover, he never did portraits of famous people;",did,he,DYNAMIC
his works were therefore the reality,therefore,works,STATIVE
and could never be compared to it.,be,works,DYNAMIC
"As is typical of his school, his pieces are sealed in stopboxes.",sealed,pieces,STATIVE
The shimmer of light on their surfaces always reminds us,reminds,shimmer,DYNAMIC
that we're looking at an instant snatched from under the hooves of time.,looking,we,DYNAMIC
They say,say,They,DYNAMIC
"the cubes will outlast planets and suns,",outlast,say,DYNAMIC
"that when the universe dies,",dies,universe,DYNAMIC
the works of Malaquez and his followers will be the last things,be,works,STATIVE
seen in the final wink of God's eye.,seen,things,CANNOT_DECIDE
"Yes, Self, I am also bothered",bothered,I,STATIVE
"that this observation ignores half-eaten cheesesandwiches, incomplete insect collections, and locks of infants' hair,",ignores,observation,STATIVE
"forgotten in closets, basements, and warehouses.",forgotten,locks,STATIVE
"You see the inspiration for my latest play,",see,You,DYNAMIC
"""Captured Moments.""",,,CANNOT_DECIDE
The mindwipewill take its creation from my future self --,take,mindwipewill,DYNAMIC
but time too often does that without aid.,does,mindwipewill,DYNAMIC
The play's second act concludes with the last fight between Tasha and me.,concludes,act,DYNAMIC
"I have disguised us in the play,",disguised,I,DYNAMIC
and deleted one brief melodramatic interchange.,deleted,I,DYNAMIC
"Now I will mention it,",mention,I,DYNAMIC
in case I/You decide to restore it.,decide,I/You,DYNAMIC
"Shortly before she left, Tasha said,",left,she,DYNAMIC
"""You steal from life for art, Bernardo.",steal,You,DYNAMIC
"You'll impoverish yourself.""",impoverish,You,DYNAMIC
I only snarled at her and --,snarled,I,DYNAMIC
My story leaps ahead of itself.,,,DYNAMIC
Let me retreat and retrench:,Let,,CANNOT_DECIDE
"One night during N'apulco's mild winter, Tasha returned to The Flamingo,",returned,Tasha,DYNAMIC
"saying,""Nardo!",saying,,DYNAMIC
Nardo!,,,CANNOT_DECIDE
"Guess what?""",Guess,,CANNOT_DECIDE
My mind was on other things.,was,mind,STATIVE
"""You wish to become pregnant?",wish,You,CANNOT_DECIDE
I suppose,suppose,I,STATIVE
I couldassist a friend.,couldassist,I,DYNAMIC
"Purely for the sake of the race, of course -- """,,,CANNOT_DECIDE
"""Ever the altruist.",Ever,Purely,CANNOT_DECIDE
"Still, if I do decide, we could practice -- """,practice,we,DYNAMIC
"Later, I said,",said,I,DYNAMIC
"""You've been chosen to succeed the Emperor.""",chosen,You,DYNAMIC
"""What?""","""",,CANNOT_DECIDE
"""My guess.""",,,CANNOT_DECIDE
She batted at my nose like a cat.,batted,She,DYNAMIC
"""Silly Nardo.""",,,CANNOT_DECIDE
"""Then I give up.""",give,I,DYNAMIC
"""Emil Malaquez is buying the house up the hill.""",buying,Malaquez,DYNAMIC
"""Oh.""",,,CANNOT_DECIDE
"""You don't know",know,You,STATIVE
"who he is?""",is,he,CANNOT_DECIDE
"""Well...""",,,CANNOT_DECIDE
"""Nardo!""",!,Nardo,CANNOT_DECIDE
One of the many things I liked about her was that she often thought meshockingly ignorant.,was,One,STATIVE
"""That's, uh...""",'s,That,STATIVE
I am never so quick-witted in person,am,I,STATIVE
as I am on the page.,am,quick-witted,STATIVE
Especially when someone thinks me shockingly ignorant.,thinks,someone,STATIVE
"""You know, the sculptor.",know,You,STATIVE
He's had shows in Brazil and New Madrid and everywhere!,had,He,DYNAMIC
"He may be more famous than you.""",be,everywhere!He,STATIVE
"""Imagine that.""",Imagine,,CANNOT_DECIDE
I remembered an article in The Medusa and a photo of a work inwhich,remembered,I,DYNAMIC
"100-peso notes fell like confetti onto a small Undersider, sexlessly young in grimy, oversized clothing.",fell,I,DYNAMIC
The child's face was a warground for wonder and mistrust.,was,face,STATIVE
Imprisoned light from forgotten streetlamps snagged itself on metal threads in the fluttering pesos.,snagged,light,DYNAMIC
The stars themselves might have fallen on the Undersider,fallen,stars,DYNAMIC
"and the event would have been no less strange, no less miraculous.",been,miraculous,STATIVE
"""A great artist will grace this world, then?""",grace,artist,CANNOT_DECIDE
"""Nardo!""",Nardo,,CANNOT_DECIDE
She was never tolerant of my ego.,was,She,STATIVE
"""Well.",,,CANNOT_DECIDE
"What's this more-famous-than-me person like?""",'s,person,CANNOT_DECIDE
"""I didn't meet him, jealous old one.""",meet,I,DYNAMIC
"""Too bad.",Too,,CANNOT_DECIDE
"If I thought he could free me from you -- """,thought,I,DYNAMIC
"""Hah!""",,,CANNOT_DECIDE
She wrapped her arms around my stomach.,wrapped,She,DYNAMIC
"""You'll never be free of me, oldman!""",be,You,STATIVE
"The next evening, she arrived with a stack of glistening stopboxes containingsushi, sashimi, oysters in their shells, and Terran vegetables fresh plucked from their hydroponic beds.",arrived,she,DYNAMIC
"Wondering about the reason for her extravagance,",Wondering,I,STATIVE
I asked,asked,I,DYNAMIC
how work had gone that day.,gone,work,DYNAMIC
"""Emil came in.",came,Emil,DYNAMIC
"He's taking Dream's End.""",taking,He,DYNAMIC
"""Emil?""",,,CANNOT_DECIDE
"""You've no memory left, old one.",'ve,You,STATIVE
"Emil Malaquez.""",,,CANNOT_DECIDE
"""Ah.",,,CANNOT_DECIDE
"You did that to test my affections.""",did,You,DYNAMIC
"""What?""","""",,CANNOT_DECIDE
"""Calling him by his first name.",Calling,,DYNAMIC
I did that in a comedy once.,did,I,DYNAMIC
'Nights with Karland Groucho.',Nights,,CANNOT_DECIDE
"It was before your time.""",was,It,STATIVE
"""Oh.""",,,CANNOT_DECIDE
"""The critics liked it.""",liked,critics,STATIVE
"""I'm glad.""",glad,I,STATIVE
"A moment later: ""That's not why I called him 'Emil'.""",'s,moment,STATIVE
"""No?""",,,CANNOT_DECIDE
"""No.",No,,CANNOT_DECIDE
We lunched together.,lunched,We,DYNAMIC
"He's nice.""",'s,He,STATIVE
"""Oh.""",,,CANNOT_DECIDE
"""It wasn't like that.""",like,It,STATIVE
"""You're free.""",'re,You,STATIVE
"""Of course.",Of,,CANNOT_DECIDE
"Still, it wasn't like that.",like,it,STATIVE
You think,think,You,CANNOT_DECIDE
I sleep with every famousperson,sleep,I,DYNAMIC
"I meet?""",meet,I,DYNAMIC
"As you may have guessed,",guessed,you,DYNAMIC
we had talked about such things.,talked,we,DYNAMIC
"I do not claim ourswas a perfect affair, only a wonderful one.",claim,I,DYNAMIC
"""Tasha -- """,Tasha,,CANNOT_DECIDE
"""Do you?""",,,CANNOT_DECIDE
"""No.""",,,CANNOT_DECIDE
"""Good.",,,CANNOT_DECIDE
"I invited him to dinner tomorrow.""",invited,I,DYNAMIC
"""Oh?""",,,CANNOT_DECIDE
"""He'll be our neighbor.",be,He,STATIVE
You say,say,You,DYNAMIC
"we're becoming too insular, that we need tosocialize -- """,becoming,we,DYNAMIC
"""I've socialized for sixty-three years.""",socialized,becoming,DYNAMIC
"""Nardo?""",,,CANNOT_DECIDE
"""Yes?""",,,CANNOT_DECIDE
"""How should I reply?""",,,CANNOT_DECIDE
"Her voice had grown quiet,",grown,voice,DYNAMIC
and I began to feel some guilt.,began,voice,DYNAMIC
"I had,",had,guilt.I,DYNAMIC
"it is true,",is,it,STATIVE
told her,told,guilt.I,CANNOT_DECIDE
that we needed other company than our own.,needed,we,STATIVE
I said this from years of learning,said,I,DYNAMIC
that romances consume themselves without other fuel.,consume,romances,DYNAMIC
But knowing this did not mean,mean,knowing,STATIVE
I wanted it.,wanted,I,STATIVE
"I said, ""Truthfully.""",said,I,DYNAMIC
It was the statement of a younger and crueler man than I.,was,It,STATIVE
"She screamed,",screamed,She,DYNAMIC
"""I haven't socialized with Terra's elite for most of my life!",socialized,I,DYNAMIC
Ihaven't socialized with hardly anyone for hardly any of my life!,socialized,Ihave,DYNAMIC
"And I invite a neighbor, one nice, lonely man -- """,invite,I,DYNAMIC
"""I'm sorry.""",'m,I,STATIVE
""" -- who took me to -- What?""",took,who,DYNAMIC
"""I'm sorry.",'m,I,STATIVE
"Truly.""",,,CANNOT_DECIDE
"""Oh.""",,,CANNOT_DECIDE
"She studied me as a suspicious puppy might,",studied,She,DYNAMIC
"then said,",said,studied,DYNAMIC
"""I'm sorry, too.""",'m,I,STATIVE
"""I suppose I sound",suppose,I,STATIVE
like I'm bragging,'m,I,DYNAMIC
when I talk of the things,talk,I,DYNAMIC
"I'm tired of.""",'m,I,STATIVE
"""Only because you are.""",are,you,STATIVE
She smiled.,,,DYNAMIC
"I had to grin,",had,I,DYNAMIC
so I did.,did,I,DYNAMIC
"""True.""",,,CANNOT_DECIDE
"""He may come to dinner?""",come,He,CANNOT_DECIDE
"""If you wish,",,,STATIVE
"he may be dinner.""",be,he,STATIVE
"""I love you.""",love,I,STATIVE
"""And I, you.""",,,CANNOT_DECIDE
"Months earlier, we might have sought a bed, a couch, or acomfortable chair at this point.",sought,we,DYNAMIC
"Instead, I asked,",asked,I,DYNAMIC
"""Is he handsome?""",Is,he,CANNOT_DECIDE
"""You're jealous.""",jealous,You,STATIVE
"""A tiny bit.",,,CANNOT_DECIDE
"Extremely.""",,,CANNOT_DECIDE
"""Content yourself, old one.",Content,,CANNOT_DECIDE
"He's four inches shorter than I,",'s,He,STATIVE
"his nose is big andbroken, and -- """,is,nose,STATIVE
"""This is cosmetic?""",is,This,CANNOT_DECIDE
"""He's not that ugly.",'s,that,STATIVE
I think,think,I,STATIVE
"they're his natural features.""",'re,they,STATIVE
"""Interesting.""",,,CANNOT_DECIDE
"""You could write a play about someone like him.""",write,You,DYNAMIC
"""Perhaps.""",,,CANNOT_DECIDE
"""I think",think,I,STATIVE
his face is his form of vanity.,is,face,STATIVE
It's the reverse of you with thoseridiculous stomach muscles.,'s,It,STATIVE
"Old men should be fat.""",be,men,STATIVE
"""Is Emil?""",,,CANNOT_DECIDE
"""Yes.""",,,CANNOT_DECIDE
"""I am jealous.",jealous,I,STATIVE
I'll eat two dinners tonight.,eat,I,DYNAMIC
"Five deserts.""",,,CANNOT_DECIDE
She giggled.,,,DYNAMIC
And then we did make love.,make,we,DYNAMIC
"I've been thinking about the mindwipe, now two days away.",thinking,I,DYNAMIC
Who said,said,Who,CANNOT_DECIDE
that thosewho forget,forget,thosewho,DYNAMIC
the past are doomed to repeat it?,doomed,past,CANNOT_DECIDE
I fear,fear,I,STATIVE
that may be true for me.,be,that,STATIVE
Add this to the reasons,Add,write,CANNOT_DECIDE
"I write now: to remember something, perhaps even to learn --",write,I,DYNAMIC
"Emil Malaquez arrived after sundown,",arrived,Malaquez,DYNAMIC
carrying a small package,carrying,,DYNAMIC
wrapped in whatlooked like real paper.,wrapped,package,STATIVE
"His evening dress was formal, expensive, and slightly stained,",was,dress,STATIVE
as that of all forgetful artists should be.,be,artists,STATIVE
