Clause,mainVerb,mainReferent,Gold
"that demands ""Napa Valley"", in addition to simply ""Rutherford"",",demands,law,STATIVE
be placed on these wines.,placed,demands,CANNOT_DECIDE
It has to do entirely with the promotional effort,has,It,STATIVE
"that has gone into making ""Napa Valley""",gone,effort,DYNAMIC
a place associated with great wines.,associated,place,STATIVE
"Such an association will not be made with ""Sonoma County"" wines...ever.",made,association,DYNAMIC
"The vintners in Sonoma County simply can't make a case for ""Sonoma County""",make,vintners,DYNAMIC
"having any meaning or for a region as vast as ""Sonoma County"" delivering any degree of quality to the grapes.",having,case,STATIVE
"Why is it important for someone making ""Sonoma Coast Pinot Noir"" or ""Sonoma Valley Zinfandel"" to help promote ""Sonoma County"", a designation",is,it,CANNOT_DECIDE
that has no ability to define the quality or character of the wines in my Sonoma Coast Pinot Noir or my Sonoma Valley Zinfandel?,has,designation,STATIVE
"This is an example of a County usurping the private label real estate, and it's very valuable real estate, for the sake of promoting something",is,This,STATIVE
that is of little use to private commercial interests.,is,something,STATIVE
Ask yourself...,Ask,,CANNOT_DECIDE
"If putting the words ""Sonoma County"" on one's wines was such a great thing, why don't more vintners",do,,STATIVE
"who make ""Dry Creek Valley"",",make,vintners,DYNAMIC
"""Russian River Valley"", ""Alexander Valley"" or ""Sonoma Valley"" wines already put these words on their label?",put,vintners,CANNOT_DECIDE
They legally could...if they wanted to.,wanted,they,STATIVE
The new Sonoma County conjunctive labeling law is the equivalent of the State of California and the County of Sonoma,is,law,STATIVE
claiming imminent domain over the labels of hundreds of vintners.,claiming,equivalent,DYNAMIC
Comments,,,CANNOT_DECIDE
Nick,,,CANNOT_DECIDE
Perdiew said...,said,Perdiew,DYNAMIC
I love it Tom.,love,I,STATIVE
You found a way to tie this in nicely.,found,You,DYNAMIC
"This is a case of over-reaching government regulation,",is,This,STATIVE
costing business unnecessarily,costing,case,STATIVE
and burdening them with more regulations.,burdening,case,DYNAMIC
It's just unnecessary.,'s,It,STATIVE
It also is a 'social promotion' in the sense,is,It,STATIVE
"that great Sonoma wines that now are forced to use ""Sonoma County"" will be giving some of their credibility to their lesser neighbors.",giving,wines,DYNAMIC
Shades of wealth redistribution as well.,redistribution,Shades,CANNOT_DECIDE
":-) Ew, ew, ew.",,,CANNOT_DECIDE
"August 30, 2010 at 11:44 AM",,,CANNOT_DECIDE
James,,,CANNOT_DECIDE
McCann said...,said,August,DYNAMIC
How many hundreds or thousands of labels will have to be re-submitted to the TTB between now and 2014?,have,hundreds,CANNOT_DECIDE
"August 30, 2010 at 11:59 AM",,,CANNOT_DECIDE
John,,,CANNOT_DECIDE
Kelly said...,said,August,DYNAMIC
"""...I'd be pissed",pissed,I,STATIVE
that I'm forced now to put a place-name on my label,forced,I,STATIVE
that told my buyers nothing of real value about the wine behind my label,told,label,DYNAMIC
"and, in some cases, demonstrably lowered its perceived quality.""",lowered,August,DYNAMIC
"Exactly, Tom.",,,CANNOT_DECIDE
And I am really pissed.,pissed,I,STATIVE
And so is every other producer,is,producer,STATIVE
I have discussed this issue with.,discussed,I,DYNAMIC
I still don't know,know,I,STATIVE
whose interests are being served by this useless piece of crap legislation.,served,interests,STATIVE
I completely agree with you,agree,I,STATIVE
when you state:,,,DYNAMIC
"""Such an association will not be made with 'Sonoma County' wines...ever.""",made,association,DYNAMIC
Duh.,Duh,,CANNOT_DECIDE
I've got real skin in this game.,got,I,STATIVE
"We are going to have to totally redesign our front label to make room for ""Sonoma County"" -",going,We,STATIVE
and so far every mock-up is cluttered,is,mock-up,STATIVE
and decreases the impact of our brand.,decreases,mock-up,DYNAMIC
Our best option looks,looks,option,STATIVE
"like we will go to ""North Coast"" or ""California"" for our front label appellation,",go,we,DYNAMIC
"and discuss the grape source, vineyard name and meaningful AVA on the back label.",discuss,we,DYNAMIC
Who is going to compensate me for this?,going,Who,CANNOT_DECIDE
"I estimate the value to be in six figures,",estimate,I,STATIVE
and we are a small winery.,are,we,STATIVE
For a larger winery with a better-established brand the value is much higher.,is,value,STATIVE
Eminent domain is exactly right -,is,domain,STATIVE
"this is nothing less than governmental ""taking.""",taking,this,STATIVE
The legislators who backed this should be ashamed.,be,legislators,STATIVE
They should also expect to lose my vote for them next election.,expect,They,STATIVE
"August 30, 2010 at 12:04 PM",,,CANNOT_DECIDE
Hardy,,,CANNOT_DECIDE
Wallace said...,said,August,DYNAMIC
Thanks Tom -- This law is such BS.,is,Tom,STATIVE
"August 30, 2010 at 12:20 PM",,,CANNOT_DECIDE
JohnLopresti said...,said,JohnLopresti,DYNAMIC
"I put in 1+ decades in trade coursework, and several branches of the industry.",put,I,DYNAMIC
I support the new labeling requirement.,support,I,STATIVE
"Sonoma county always was the sheep ranch joke in the era of Napa's well-deserved, early, global fame.",was,county,STATIVE
Sonoma county now is as good or better than those early Napa vintages.,is,county,STATIVE
"Together we have led the world into modern viticulture, with the help of UC Davis, and in some pretty good company from other regions.",led,we,DYNAMIC
I suppose,suppose,I,STATIVE
the new law is all Sacramento hype.,is,law,STATIVE
But I think,think,I,STATIVE
it will improve northcoast revenue and dignity.,improve,it,DYNAMIC
I admit,admit,I,DYNAMIC
I have voted for the bill's authoress.,voted,I,DYNAMIC
When I was a kid in a county,was,I,STATIVE
called,called,county,STATIVE
Solano (not too famous for wines or AVAs),,,CANNOT_DECIDE
people sometimes would happen by our place asking,happen,people,DYNAMIC
"where rte 37 was, where was Black Pt.",was,,STATIVE
; people always were confused,confused,people,STATIVE
how the somewhat neighboring counties had such similar names.,had,counties,STATIVE
"Now after several decades in Sonoma county I have learned to appreciate its uniqueness, for its viticulture and other industries.",learned,I,DYNAMIC
The town of Sonoma is on a typical route,is,town,STATIVE
people follow driving from Solano County to Sonoma County.,follow,people,STATIVE
The ambience in the town Sonoma is only an enclave;,is,ambience,STATIVE
"it is rightfully proud of its heritage as a village, and for its viticultural traditions.",is,it,STATIVE
"But Sonoma county encompasses much more territory,",encompasses,county,STATIVE
and other AVAs within the county are starkly different from the characteristics of Sonoma valley and the town of Sonoma.,are,AVAs,STATIVE
Aint many people still overseeing vineyard blends.,Aint,,STATIVE
Vive la nouveau Sonoma County.,,,CANNOT_DECIDE
"August 30, 2010 at 01:24 PM",,,CANNOT_DECIDE
"Nick Perdiew said in to JohnLopresti... John, Good of you to comment and good to have dissent.",said,August,DYNAMIC
What do you make of the fact,make,you,CANNOT_DECIDE
that vintners *already* are free to put Sonoma County on any label,are,vintners,STATIVE
they want?,want,they,STATIVE
Govt.,,,CANNOT_DECIDE
cannot mandate marketing effectiveness anymore,mandate,,DYNAMIC
than it can mandate perception of quality.,mandate,anymore,DYNAMIC
"If it were effective, wouldn't you already see it virtually everywhere?",see,you,CANNOT_DECIDE
"I admit,",admit,I,DYNAMIC
I don't see the reasoning of your argument here.,see,I,DYNAMIC
The issue of the costs to vintners is non-trivial too as you can see above.,is,issue,STATIVE
"August 30, 2010 at 02:04 PM",,,CANNOT_DECIDE
Bill,,,CANNOT_DECIDE
Cadman said...,said,August,DYNAMIC
Tom -- I wonder,wonder,Tom,STATIVE
what the response would be in Napa and Sonoma,be,response,STATIVE
"if the vintners in Fresno convinced the state government to require ""California"" be put on all labels of wine",put,Tom,DYNAMIC
made within California?,made,wine,STATIVE
"August 31, 2010 at 10:40 AM",,,CANNOT_DECIDE
JohnLopresti said...,said,August,DYNAMIC
"These past few years, 'eminent domain' has become a libertarian property rights flashpoint, since the Kelo v New London, CT, case",become,domain,DYNAMIC
concerning urban renewal polemics.,concerning,case,STATIVE
"I can see Tom W's concerns, too.",see,I,DYNAMIC
There was a counterpoint in the label world,was,counterpoint,STATIVE
after some court cases resulted in a company's revising its grape sourcing to comply with tightened requirements for 75% in-county fruit,resulted,cases,DYNAMIC
"in order to remain legal in designating the wine as from ""Napa"".",remain,,CANNOT_DECIDE
One rambling article's author counted 16 occurrences of the word Napa on the newly designed label of a famous budget wine producer's 2005 Napa cabernet sauvignon.,counted,author,DYNAMIC
"August 31, 2010 at 02:04 PM",,,CANNOT_DECIDE
JohnLopresti said...,said,JohnLopresti,DYNAMIC
The links for @2:04:,,,CANNOT_DECIDE
"Kelo"">",,,CANNOT_DECIDE
<link removed>,,,CANNOT_DECIDE
""">Kelo",,,CANNOT_DECIDE
<link removed>,,,CANNOT_DECIDE
localLinksEnabled=false,localLinksEnabled,August,CANNOT_DECIDE
"August 31, 2010 at 02:06 PM",,,CANNOT_DECIDE
fredric,,,CANNOT_DECIDE
koeppel said...,said,koeppel,DYNAMIC
what business is it of State government,is,it,CANNOT_DECIDE
what terminology goes on wine labels?,goes,government,CANNOT_DECIDE
"those concerns belong to the federal govt and the TTB,",belong,concerns,STATIVE
"which already mandates, in fairly exhaustive detail, what goes on front and back labels.",mandates,govt,DYNAMIC
"and how can the state legislature single out two counties (first Napa, now Sonoma) for this treatment?",single,legislature,CANNOT_DECIDE
are they going to go through the wine-producing counties one by one?,going,they,CANNOT_DECIDE
"August 31, 2010 at 02:23 PM",,,CANNOT_DECIDE
JohnLopresti said...,said,JohnLopresti,DYNAMIC
vive la OIVV OIV_Wine_Labelling_Standard_EN_2006 re at Fredric K's BTYH website,,,CANNOT_DECIDE
there is a review,is,re,STATIVE
discussing MacRostie pinot noir.,discussing,review,CANNOT_DECIDE
"I had thought of the kiltman with respect to a new AVA in Yorkville highlands,",thought,I,STATIVE
thinking,thinking,,STATIVE
the Scot might have interest in playing the bagpipes in the uplands.,have,Scot,STATIVE
"Then, at Steve's site there is an interesting discussion of his current ongoing efforts with blends from Carneros and Sonoma Coast.",is,discussion,STATIVE
"It's easy to get lost in nomenclatures,",'s,It,STATIVE
when one is striving for new concepts.,striving,one,DYNAMIC
"In a way, all this tries to approach terroir from a slight distance; plus the historical distinctions between the two premium distinctive varietal regions, Napa county and Sonoma county.",tries,this,DYNAMIC
Winkler heat summation datapoints also clarified several decades ago some of the plant physiologic underpinnings of why Napa county and Sonoma county were the natural leaders in premium winegrape production.,clarified,datapoints,DYNAMIC
There are many reasons,are,reasons,STATIVE
why the new labeling requirement makes sense from all these perspectives.,makes,requirement,STATIVE
"September 01, 2010 at 04:22 PM",,,CANNOT_DECIDE
JohnLopresti said...,said,September,DYNAMIC
"sorry, I keep forgetting the Fermentation site's html protocol; here is the OIVV label guideline link again:",is,here,DYNAMIC
<link removed>,,,CANNOT_DECIDE
"September 01, 2010 at 04:25 PM",,,CANNOT_DECIDE
El,,,CANNOT_DECIDE
Jefe said...,said,Jefe,DYNAMIC
"OK, so here's the real requirement: ""Any wine",'s,,STATIVE
labeled with an American Viticultural Area,labeled,wine,STATIVE
"established yada yada,",,,STATIVE
"that is located entirely within yada yada,",located,wine,STATIVE
"shall bear the designation ""Sonoma County"" on the label in a type size not smaller than two millimeters on containers of more than 187 milliliters or smaller than one millimeter on containers of 187 milliliters or less.""",bear,wine,STATIVE
"If I recall correctly, this is almost exactly the same as the requirement for the government warning type size.",is,this,STATIVE
"So the answer seems pretty clear to me: just add ""Sonoma County"" to the government warning.",seems,answer,STATIVE
"September 01, 2010 at 05:00 PM",,,CANNOT_DECIDE
Johnonwine said...,said,September,DYNAMIC
"""They [Honore Comfort and the Sonoma County Vintners] point to the prestige",[,They,DYNAMIC
"that the ""Napa Valley"" designation carries.",carries,prestige,STATIVE
But this prestige has nothing to due with the law,has,prestige,STATIVE
"that demands ""Napa Valley"", in addition to simply ""Rutherford"",",demands,law,STATIVE
be placed on these wines.,placed,demands,CANNOT_DECIDE
It has to do entirely with the promotional effort,has,It,STATIVE
"that has gone into making ""Napa Valley""",gone,effort,DYNAMIC
a place associated with great wines.,associated,place,STATIVE
"Such an association will not be made with ""Sonoma County"" wines...ever.",made,association,DYNAMIC
"Tom, I would suggest",suggest,I,DYNAMIC
"that all Napa wineries, good and bad, benefit from having Napa Valley on the label",benefit,wineries,DYNAMIC
; it is indeed a great example of marketing - what you describe as promotional effort.,,,STATIVE
Perhaps the proponents of the law are not doing the job,doing,proponents,DYNAMIC
"they were hired to do,",hired,they,DYNAMIC
"perhaps the SCV needs a more passionate communicator on their marketing team,",needs,SCV,STATIVE
putting together the quality promotion,putting,SCV,DYNAMIC
you suggest,suggest,you,DYNAMIC
is impossible.,is,,STATIVE
"Sonoma County, with roughly half of the wineries of Napa County, wins roughly twice as many gold medals in national and international wine competitions.",wins,County,DYNAMIC
"That, the fact that their wines cost less on average,",cost,wines,STATIVE
"and the wineries are friendlier, less snooty is a compelling story to get out to the public.",is,That,STATIVE
"Heck, if folks knew all that,",knew,folks,STATIVE
"maybe folks would be seeking out bottles with ""Sonoma County"" on the label.",seeking,folks,DYNAMIC
You suggest,suggest,You,DYNAMIC
"that this is a bad law,",is,associated,STATIVE
that Sonoma County will never be associated with high quality wine in the way,associated,law,STATIVE
Napa County is.,is,County,CANNOT_DECIDE
"I disagree,",disagree,I,STATIVE
"but I am eternally hopeful, optimistic",am,I,STATIVE
that the Sonoma County Vintners will inject a little passion and not more of the same old staid and boring in their marketing communications.,inject,Vintners,DYNAMIC
I have confidence,have,I,STATIVE
"they will change, retool, improve,",change,they,DYNAMIC
live up to their responsibilities.,live,,CANNOT_DECIDE
"I worked selling and marketing Sonoma County wines,",worked,I,DYNAMIC
I won awards for my marketing efforts.,won,I,DYNAMIC
The story is simple.,is,story,STATIVE
People are receptive to it.,are,People,STATIVE
Selling the magic of Sonoma County wines is easy.,is,magic,STATIVE
"That's my take anyway,",'s,That,STATIVE
"I don't aim to be contrarian,",aim,take,STATIVE
but I don't mind being the sole supporter of the law - as a Sonoma County born and bred wine guy.,mind,take,STATIVE
"September 03, 2010 at 08:21 PM",,,CANNOT_DECIDE
