Clause,mainVerb,mainReferent,Gold
Feral cats tend to be lighter as they have more limited access to food than house cats.,tend,cats,STATIVE
"In the Boston area, the average feral adult male will scale and average feral female .",scale,male,STATIVE
Cats average about 2325 cm,average,Cats,STATIVE
"(910 in) in height and 46 cm (18.1 in) in head/body length (males being larger than females), with tails",being,males,STATIVE
averaging 30 cm (11.8 in) in length.,averaging,tails,STATIVE
Cats have seven cervical vertebrae,have,Cats,STATIVE
as do almost all mammals; 13 thoracic vertebrae,do,,STATIVE
(humans have 12); seven lumbar vertebrae,have,vertebrae,STATIVE
(humans have five); three sacral vertebrae like most mammals,have,vertebrae,STATIVE
(humans have five because of their bipedal posture),have,vertebrae,STATIVE
"; and a variable number of caudal vertebrae in the tail (humans retain three to five caudal vertebrae,",vertebrae,vertebrae,STATIVE
fused into an internal coccyx).,fused,vertebrae,STATIVE
The extra lumbar and thoracic vertebrae account for the cat's spinal mobility and flexibility.,account,vertebrae,STATIVE
"Attached to the spine are 13 ribs, the shoulder, and the pelvis.",Attached,pelvis,STATIVE
"Unlike human arms, cat forelimbs are attached to the shoulder by free-floating clavicle bones",attached,forelimbs,STATIVE
which allow them to pass their body through any space,allow,bones,STATIVE
into which they can fit their heads.,fit,they,DYNAMIC
The cat skull is unusual among mammals in having very large eye sockets and a powerful and specialized jaw.,is,skull,STATIVE
"Within the jaw, cats have teeth adapted for killing prey and tearing meat.",have,cats,STATIVE
"When it overpowers its prey, a cat delivers a lethal neck bite with its two long canine teeth,",delivers,cat,DYNAMIC
inserting them between two of the prey's vertebrae,inserting,delivers,DYNAMIC
"and severing its spinal cord,",severing,delivers,DYNAMIC
causing irreversible paralysis and death.,causing,severing,DYNAMIC
"Compared to other felines, domestic cats have narrowly spaced canine teeth,",Compared,,STATIVE
"which is an adaptation to their preferred prey of small rodents,",is,teeth,STATIVE
which have small vertebrae.,have,prey,STATIVE
"The premolar and first molar together compose the carnassial pair on each side of the mouth,",compose,premolar,STATIVE
"which efficiently shears meat into small pieces, like a pair of scissors.",efficiently,side,DYNAMIC
"These are vital in feeding,",are,These,STATIVE
since cats' small molars cannot chew food effectively.,chew,molars,DYNAMIC
"Cats, like dogs, are digitigrades.",are,Cats,STATIVE
"They walk directly on their toes, with the bones of their feet",walk,They,DYNAMIC
making up the lower part of the visible leg.,making,They,STATIVE
"Cats are capable of walking very precisely, because like all felines",are,Cats,STATIVE
they directly register;,register,they,DYNAMIC
"that is,",is,that,STATIVE
"they place each hind paw (almost) directly in the print of the corresponding forepaw,",place,they,DYNAMIC
minimizing noise and visible tracks.,minimizing,they,DYNAMIC
This also provides sure footing for their hind paws,provides,This,DYNAMIC
when they navigate rough terrain.,navigate,they,DYNAMIC
"Unlike most mammals, when cats walk,",walk,cats,DYNAMIC
"they use a ""pacing"" gait",use,they,DYNAMIC
"; that is,",is,that,STATIVE
they move the two legs on one side of the body before the legs on the other side.,move,they,DYNAMIC
This trait is shared with camels and giraffes.,shared,trait,STATIVE
"As a walk speeds up into a trot,",speeds,walk,DYNAMIC
"a cat's gait will change to be a ""diagonal"" gait, similar to that of most other mammals",change,gait,DYNAMIC
"(and many other land animals, such as lizards): the diagonally opposite hind and forelegs will move simultaneously.",move,hind,DYNAMIC
"Like almost all members of the Felidae family, cats have protractable and retractable claws.",have,cats,STATIVE
"In their normal, relaxed position the claws are sheathed with the skin and fur around the paw's toe pads.",are,claws,STATIVE
This keeps the claws sharp by preventing wear from contact with the ground,keeps,This,STATIVE
and allows the silent stalking of prey.,allows,This,STATIVE
The claws on the forefeet are typically sharper than those on the hind feet.,are,claws,STATIVE
Cats can voluntarily extend their claws on one or more paws.,extend,Cats,DYNAMIC
"They may extend their claws in hunting or self-defense,",extend,They,DYNAMIC
"climbing,",,,CANNOT_DECIDE
"kneading, or for extra traction on soft surfaces.",,,CANNOT_DECIDE
"Most cats have five claws on their front paws, and four on their rear paws.",have,cats,STATIVE
The fifth front claw (the dewclaw) is proximal to the other claws.,is,claw,STATIVE
"More proximally, there is a protrusion",is,protrusion,STATIVE
"which appears to be a sixth ""finger"".",appears,protrusion,STATIVE
"This special feature of the front paws, on the inside of the wrists, is the carpal pad,",is,feature,STATIVE
also found on the paws of big cats and of dogs.,found,pad,STATIVE
"It has no function in normal walking,",has,It,STATIVE
but is thought to be an anti-skidding device used,thought,It,STATIVE
while jumping.,jumping,,DYNAMIC
Some breeds of cats are prone to polydactyly (extra toes and claws).,are,breeds,STATIVE
These are particularly common along the northeast coast of North America.,are,These,STATIVE
