Clause,mainVerb,mainReferent,Gold
and gave a sort of groan.,gave,she,DYNAMIC
"In this same vein, the mirthless Milton adds his bit to the general hilarity of nations",adds,Milton,DYNAMIC
"when, in describing Mount Etna in Book I of Paradise Lost (lines 236-7)",describing,he,DYNAMIC
he penned,penned,he,DYNAMIC
And leave a singed bottom all involved With stench and smoke: ...,leave,penned,CANNOT_DECIDE
"And in Chapter VI of Vanity Fair , when Blenkinsop, the housekeeper, sought to console Amelia for Joe Sedley's jilting of her dear Rebecca, Thackeray confides (indelicately?)",confides,Thackeray,DYNAMIC
that Amelia wept confidentially on the housekeeper's shoulder and relieved herself a good deal.,wept,Amelia,DYNAMIC
Chuckles often emanate from the British employment of a term in a sense at variance with American usage.,emanate,Chuckles,DYNAMIC
"There is that oft-quoted example, near the opening of Trial by Jury ,",is,example,STATIVE
"where Defendant asks,",asks,Defendant,DYNAMIC
Is this the Court of the Exchequer?,Is,this,CANNOT_DECIDE
and having been assured,assured,,DYNAMIC
"that it was, Defendant",was,it,STATIVE
"(aside) commands himself to Be firm,",commands,Defendant,DYNAMIC
"be firm, my pecker.",be,,CANNOT_DECIDE
"The British, of course, do not giggle at this bit of Gilbertian dialogue,",giggle,British,DYNAMIC
"since to them pecker means `courage,'",means,”,STATIVE
as in the phrase to keep your pecker up.,“,courage,CANNOT_DECIDE
Two of the more common examples of British-American divergence of usage are screw,are,Two,STATIVE
and knock up .,knock,Two,CANNOT_DECIDE
"In Vanity Fair (Chapter 39), the niggardly Sir Pitt was not nearly the aerial acrobat",was,Pitt,STATIVE
your American sophomore might fancy him to be when he screwed his tenants by letter.,fancy,sophomore,DYNAMIC
He was simply making extortionate exactions upon his wretched lessees.,making,He,DYNAMIC
"Similarly, when in Chapter XXXIV of the same novel, Mrs. Bute reminds her husband",reminds,Bute,DYNAMIC
"that You'd have been screwed in goal, Bute,",screwed,You,DYNAMIC
"if I had not kept your money,",”,Bute,STATIVE
she was not speaking of pleasures deferred.,speaking,she,DYNAMIC
In Bleak House (Chapter XXVII),,,CANNOT_DECIDE
"Grandfather Smallweed, referring to Mr. George, warns Mr. Tulkinghorn",warns,Smallweed,DYNAMIC
that I have him periodically in a vice.,“,Tulkinghorn,STATIVE
"I'll twist him, sir.",twist,I,DYNAMIC
"I'll screw him, sir.",screw,I,DYNAMIC
"In Kipling's The Light That Failed (Chapter XIII), Torpenhow urges Dick to attend a party",urges,Torpenhow,DYNAMIC
"that night, We shall be half screwed before the morning,",“,Failed,STATIVE
 is his dismal sales pitch to Dick.,is,”,STATIVE
"In Chapter VI of Vanity Fair , Thackeray reports on Joe Sedley's drunken avowal to wed Becky Sharp the next morning,",reports,Thackeray,DYNAMIC
"even if he had to knock up the Archbishop of Canterbury at Lambeth,",had,he,DYNAMIC
,,,CANNOT_DECIDE
in order to have him,have,,CANNOT_DECIDE
in readiness to perform the ceremony.,perform,he,CANNOT_DECIDE
"In Great Expectations (Chapter VI), we learn",learn,we,DYNAMIC
"how ... Mr. Whopsle, being knocked up,",knocked,Whopsle,STATIVE
was in such a very bad temper.,was,Whopsle,STATIVE
And who could blame him?,blame,who,CANNOT_DECIDE
Many a raucous snigger has been sniggered from the pure-minded use of a word,sniggered,snigger,DYNAMIC
that suggests unmentionable parts of the human body.,suggests,use,STATIVE
It does not take a too-wicked mind to read into such terms meanings of a lewd nature.,take,It,STATIVE
"Who can, for instance, blame a youth with but a mildly evil disposition from guffawing",blame,Who,CANNOT_DECIDE
when he reads in Pater's Marius The Epicurean,reads,he,DYNAMIC
(Chapter V) a reference to Apuleius' The Golden Ass noting,noting,Who,CANNOT_DECIDE
that all,“,feeling,CANNOT_DECIDE
"through the book, there is an unmistakably real feeling for asses ...?",is,feeling,STATIVE
"In Scott's The Bride of Lammermoor (Chapter VII), one reads about a boy",reads,one,DYNAMIC
"cudgelling an ass,",cudgelling,“,DYNAMIC
 and one goes back over the passage to reassure himself,goes,“,DYNAMIC
that it does not contain a typographical error for cuddling.,contain,it,STATIVE
One may be indulged a giggle,indulged,,STATIVE
even though he is sure,is,V,STATIVE
that Isak Dinesen did not intend an impropriety,intend,Dinesen,STATIVE
"when she recorded in Out of Africa (Part V, Chapter 4)",recorded,she,DYNAMIC
how Fathima's big white cock came strutting up before me.,came,cock,DYNAMIC
And one is certain,is,one,STATIVE
"that Kenneth Rexroth, in his American Poetry in the Twentieth Century (Herder and Herder, N.Y., 1971) did not intend to hint at closet biographical matter",intend,Rexroth,STATIVE
"when, in Chapter I, he wrote",wrote,he,DYNAMIC
"that Whitman's poems are full of men doing things together, or, later in the same chapter,",”,workmen,STATIVE
when he referred to Whitman's joyous workmen,referred,he,DYNAMIC
swinging their tools in the open air.,swinging,workmen,DYNAMIC
College freshman still read with flendish glee the first line in Canto I of Spenser's The Faerie Queene (and never mind the title!),read,freshman,DYNAMIC
that tells how,tells,that,DYNAMIC
A Gentle Knight was pricking on the plaine.,was,Knight,DYNAMIC
"In his poem Mr Nixon (from Hugh Selwyn Mauberley ), Ezra Pound's Mr. Nixon advises kindly",advises,Nixon,DYNAMIC
"Don't kick against the pricks,",kick,kindly,CANNOT_DECIDE
although the identities of the latter are not divulged.,divulged,identities,DYNAMIC
One is entitled to speculate,entitled,One,STATIVE
"on what outrageous proposal the narrator had made in Proust's Remembrance of Things Past, Vol.",made,narrator,DYNAMIC
"2Cities of the Plain (translated by C. K. Scott MoncrieffModern Library, N.Y., 1934, Page 90) to cause the Duchess to say, Apart from your balls, can't I be of any use to you?",be,I,CANNOT_DECIDE
There is a famous letter,is,letter,STATIVE
"penned by Rupert Brooke to his friend, Edward Marsh, from somewhere near Fiji (p. 463 of A Treasury of the World's Great Letters , Simon and Schuster, N.Y., 1940) in which he relates",relates,he,STATIVE
"how he sends his native boy up a palm tree,",sends,he,DYNAMIC
where he cuts off a couple of vast nuts ...,cuts,he,DYNAMIC
(macho victim not disclosed).,disclosed,victim,STATIVE
"In the first chapter of Uncle Tom's Cabin , Miss Stowe offers a dialogue between Haley and Mr. Shelby, part of which goes,",offers,Stowe,DYNAMIC
" `Well,'",“,Stowe,CANNOT_DECIDE
"said Haley,",said,Haley,DYNAMIC
"after they had both silently picked their nuts for a season,",picked,Haley,DYNAMIC
`what do you say?' ,say,season,CANNOT_DECIDE
In Bleak House (Chapter XXIV),,,CANNOT_DECIDE
Dickens may cause some readers to blush,cause,Dickens,DYNAMIC
when he wrote of Mr. George's blush,wrote,he,DYNAMIC
that He reddened a little through his brown.,“,George,DYNAMIC
We must move ineluctably to a consideration of perfectly reputable words,move,We,DYNAMIC
"which, having acquired sexual connotations, cause adolescentand often adult hilarity,",cause,words,DYNAMIC
even when read by a person of only mildly prurient mind.,read,words,DYNAMIC
In Forster's A Passage to India (Chapter XXXI) a vivid picture is created by the sentence Tangles like this,created,picture,DYNAMIC
still interrupted their intercourse.,interrupted,this,DYNAMIC
"Pages later (Chapter XXXVII), it is acknowledged",acknowledged,it,DYNAMIC
"that He, too, felt",“,,STATIVE
that this was their last free intercourse.,was,this,STATIVE
"Apparently from then on, it was going to have to be cash or credit card only.",going,it,STATIVE
"In The Bride of Lammermoor (Chapter V), we are informed",informed,we,DYNAMIC
"that the heroine placed certain restrictions on their intercourse,",placed,“,DYNAMIC
 a limitation,”,informed,CANNOT_DECIDE
that might have been more usefully set in that same author's Rob Roy,set,limitation,STATIVE
(Chapter VII) where we are told of the chance,told,we,DYNAMIC
that the narrator and Miss Vernon might be thrown into very close and frequent intercourse.,thrown,Vernon,DYNAMIC
A variation of this theme is found in Robert Browning's The Flight of the Duchess,found,variation,STATIVE
(Section V):,,,CANNOT_DECIDE
Not he!,,,CANNOT_DECIDE
For in Paris they told,told,they,DYNAMIC
"the elf Our rough North land was the Land of Lays,",was,land,STATIVE
even though it is generally acknowledged,acknowledged,it,STATIVE
that Paris is nmero uno in this area of human activity.,is,Paris,STATIVE
More picturesque are the references to erections.,are,picturesque,STATIVE
An arresting one occurs in A Passage to India,occurs,one,DYNAMIC
"(Chapter XXI) in which Forster describes a small building as a flimsy and frivolous erection, while in The Mayor of Casterbridge (Chapter XVI) the Mayor himself beheld the unattractive exterior of Farfrae's erection.",describes,Forster,DYNAMIC
A phrase can paint an astonishing picture for the reader.,paint,phrase,DYNAMIC
Consider Dickens' sharp image in Bleak House,Consider,,CANNOT_DECIDE
(Chapter LIV) when he describes,describes,he,DYNAMIC
"how Sir Leicester leans back in his chair,",leans,Leicester,DYNAMIC
"and breathlessly ejaculates....  Or, in Nicholas Nickleby",ejaculates,Leicester,DYNAMIC
"(Chapter XLVII), where that admirable novelist graphically portrays",portrays,Or,DYNAMIC
"how old Arthur Gride again raised his hands,",raised,“,DYNAMIC
"again chuckled, and again ejaculated.",chuckled,“,DYNAMIC
"And in his short tale, Lionizing , Edgar Allan Poe is quite candid in describing the reaction of one of his characters:  ` Admirable! '",is,Poe,STATIVE
"he ejaculated,",ejaculated,he,DYNAMIC
thrown quite off his guard by the beauty of the manoeuvre.,thrown,ejaculated,STATIVE
Alas for perfectly lovely words that acquire pejorative meanings over the years!,Alas,,DYNAMIC
"Earlier in this century, pansy became a derogatory epithet to describe an effete male,",became,pansy,DYNAMIC
thereby cheapening forever lines like Shelley's noble image in Adonais (verse XXXIII):,cheapening,pansy,DYNAMIC
"His head was bound with pansies over-blown,",bound,head,STATIVE
not to mention Poe's odd allusion in For Annie :,mention,,CANNOT_DECIDE
With rue and the beautiful Puritan pansies.,,,CANNOT_DECIDE
"Or, more slap-stickish, E.F. Benson's action picture in Lucia in London (Chapter 8): Georgie",,,CANNOT_DECIDE
stepped on a beautiful pansy.,stepped,Or,DYNAMIC
Of more recent vintage is gay .,is,gay,STATIVE
Nobody used to snicker at Chaucer's line,used,Nobody,DYNAMIC
"(No. 5818) in The Prologe of the Wyf of Bathe , in which that harried dame asks:",asks,dame,DYNAMIC
Why is my neghebores wif so gay?,is,wif,CANNOT_DECIDE
"In his poem The Menagerie , one of William Vaughan Moody's characters advises:",advises,characters,DYNAMIC
"If nature made you so graceful,",made,nature,DYNAMIC
"don't get gay,",get,Menagerie,CANNOT_DECIDE
"while in Othello (ah, the Bard again!)",,,CANNOT_DECIDE
"in his dialogue with Desdemona and Emilia on the praise of women, Iago refers to the kind that",refers,Iago,DYNAMIC
"Never lack'd gold,",lack,kind,STATIVE
and yet went never gay.,went,kind,DYNAMIC
"(Act II, Scene I, line 150)",Scene,II,CANNOT_DECIDE
And what in the world is one to make of William Butler Yeats's startling revelation in his poem Lapis Lazuli (from Last Poems ) that,is,Lazuli,DYNAMIC
They know,know,one,STATIVE
that Hamlet and Lear are gay.,are,Lear,STATIVE
?,,,CANNOT_DECIDE
"Indeed it is an amusing, albeit utterly wasteful pastime to pursue the quest for Red Pants examples.",is,it,STATIVE
May good cess befall all such quixotically misguided readers!,befall,cess,CANNOT_DECIDE
One caveat: never assume blithely,assume,caveat,CANNOT_DECIDE
that an odd word or suspicious phrase is as lubricious,is,phrase,STATIVE
as it sounds.,sounds,lubricious,STATIVE
In The Bride of Lammermoor (Chapter VI),,,CANNOT_DECIDE
"Bucklaw vows, I will chop them off with my whinger, and one feels",feels,“,DYNAMIC
quite let down,let,down,CANNOT_DECIDE
when he learns,learns,he,DYNAMIC
"that a whinger is but a whinyard,",is,whinger,STATIVE
which is merely a short sword.,is,whinyard,STATIVE
"Turning a corner of the Mazza Gallerie into a women's tennis store,",Turning,I,DYNAMIC
"I was startled to see ... hordes of giggling high school girls ...  [From an article by Dorothy Gilliam in the Washington Post , .",startled,I,STATIVE
Submitted by .],,,DYNAMIC
LIGHT REFRACTIONS,,,CANNOT_DECIDE
If you are a fan of old-fashioned jazzwhat is now known,are,you,STATIVE
as traditional or trad jazzyou are familiar with one of the standard jump tunes of the genrea tune,are,you,STATIVE
most commonly called Muskrat Ramble .,called,tune,STATIVE
"Even if you are not a fan,",are,you,STATIVE
you must have heard it as least a dozen times.,heard,you,DYNAMIC
It is the one,is,It,STATIVE
"that goes, Dah!",goes,one,CANNOT_DECIDE
Dah!,,,CANNOT_DECIDE
Dah!,,,CANNOT_DECIDE
Dah!,,,CANNOT_DECIDE
da-dat-dat-dah!,,,CANNOT_DECIDE
Da-de-da-de-da-de-dat-dat-dah !,,,CANNOT_DECIDE
da-de-da-de-da-de-dat-dat-dah!,da-de-da-de-da-de-dat-dat-dah,,CANNOT_DECIDE
That's it,'s,That,STATIVE
; sure; you've heard it.,heard,you,DYNAMIC
I think,think,I,STATIVE
"I first bought a recording of Muskrat Ramble back in about 1940,",bought,I,DYNAMIC
when I was in my early teens.,was,I,STATIVE
"My memory is rickety,",is,memory,STATIVE
but I am sure,am,I,STATIVE
"my first recording was labeled MUSKRAT RAMBLE,",labeled,recording,STATIVE
"and I think,",think,memory,STATIVE
"though I am less sure,",am,I,STATIVE
"that it was played by the late Muggsy Spanier,",played,it,DYNAMIC
"who was, to my mind, one of the greatest of jazz trumpeters.",was,Spanier,STATIVE
"Later, I got another recording of the same tune, this one",got,I,DYNAMIC
"by, I think, Mezz Mezzrow.",think,one,STATIVE
"The label said, MUSKAT RAMBLE.",said,label,STATIVE
I thought,thought,I,STATIVE
that was surely the first time,was,that,STATIVE
"I had ever seen such an obvious typographical error in, of all things, a simple title on a simple 78-rpm record.",seen,I,DYNAMIC
"(This, remember, was in my youth,",was,This,STATIVE
and it was a time,was,it,STATIVE
"when typographical errors were called typographical errors, not typosat least by kids in junior high.)",called,errors,STATIVE
"Some time later, I got still another version of MUSKRAT RAMBLE, with still another version of the title.",got,I,DYNAMIC
"This time, it was MUSCAT RAMBLE.",was,time,STATIVE
"That, I thought,",thought,I,STATIVE
was really absurd.,was,That,STATIVE
Not only had they left out the R;,had,only,DYNAMIC
they'd changed the K to C.,changed,they,DYNAMIC
"Now, it made no sense at all.",made,it,STATIVE
"On the other hand, I reasoned,",reasoned,I,DYNAMIC
"if there were, in fact, some sort of cat",were,sort,STATIVE
"called a muscat,",called,cat,STATIVE
perhaps it wasn't so outrageous.,was,it,STATIVE
I looked up muscat in my Webster's,looked,I,DYNAMIC
and found,found,I,DYNAMIC
that it is a `variety of grape.',is,it,STATIVE
To name a ramble after a variety of grape seemed to me preposterous.,seemed,name,STATIVE
"I was young and, by today's standards, at least, pathetically innocent.",was,I,STATIVE
"During my time in senior high, and, after that, in the Army Air Force, I had other things on my mind (there was a war on, after all),",had,I,STATIVE
and I didn't give the MUSKRAT-MUSKAT-MUSCAT RAMBLE problem any thought.,give,I,DYNAMIC
"Speaking of my time in the AAF,",Speaking,I,DYNAMIC
"which was utterly undistinguished,",was,AAF,STATIVE
I think,think,I,STATIVE
I must make a confession.,make,I,DYNAMIC
Now might be as good a time as any to reveal a theft I,be,Now,STATIVE
"committed at an Air Force Base near Seymour, Indiana.",committed,I,DYNAMIC
It was winter and bitterly cold.,was,It,STATIVE
The wind used to sweep across,used,wind,DYNAMIC
that damned airfield with what seemed an absolute determination to crystallize our bodies.,seemed,what,STATIVE
"One day when the wind chill factor was nearing absolute zero,",nearing,factor,DYNAMIC
I took shelter in the service club.,took,I,DYNAMIC
"There was the omnipresent phonograph, or Vic , short for Victrola, and the stack of records next to it.",was,,STATIVE
"In those days, people as a rule did not take much care of phonograph records.",take,people,DYNAMIC
Usually the records were taken from their jackets,taken,records,DYNAMIC
"and loaded naked in stacks,",loaded,records,DYNAMIC
"where they picked up dust,",picked,they,DYNAMIC
"scratched one another,",scratched,they,DYNAMIC
and traded static electricity.,traded,they,DYNAMIC
"I was shuffling through a stack of about fifty records,",shuffling,I,DYNAMIC
and I came across three Bessie Smiths.,came,I,DYNAMIC
"I played all three, and the few other G.I.s in the room,",played,I,DYNAMIC
which was quite largebig enough for a fair-sized dance with a small orchestraeither,was,room,STATIVE
paid no attention,paid,enough,DYNAMIC
or asked me to put on something by Glenn Miller or Jimmy or Tommy Dorsey instead.,asked,enough,DYNAMIC
"Among Bessie's numbers were Dying Gambler's Blues,",were,numbers,STATIVE
"Sing Sing Prison Blues , and one",,,CANNOT_DECIDE
"I had never heard called Black Mountain Blues ,",called,Blues,DYNAMIC
"which has the imcomparable lines,",has,Blues,STATIVE
Home in Black Mountain a chile' will smack yo' face;,face,Home,DYNAMIC
Home in Black Mountain a chile' will smack yo' face;,face,face,DYNAMIC
Babies cry for liquor an' all the birds sing bass.,sing,cry,DYNAMIC
and,,,CANNOT_DECIDE
"Goin' back to Black Mountain, me an' my razor an' my gun;",back,Goin,DYNAMIC
"Goin' back to Black Mountain, me an' my razor an my gun;",,,DYNAMIC
Goin' cut him,cut,gun,DYNAMIC
"if he stan' still, goin' shoot him",shoot,goin,STATIVE
if he run.,run,he,DYNAMIC
"I was, and still am, captivated by Babies cry for liquor an'",was,I,STATIVE
"the birds sing bass,",sing,cry,DYNAMIC
,,,CANNOT_DECIDE
"and in the arrogance of my youth, I was certain that nobody else on the airfield",was,I,STATIVE
either knew or cared,knew,nobody,STATIVE
"who Bessie Smith was,",was,Smith,STATIVE
"nor would any other G.I. be enchanted by basso birds,",enchanted,G.I.,STATIVE
so I turned thief.,turned,I,DYNAMIC
I can't remember,remember,I,STATIVE
"how I did it,",did,I,DYNAMIC
but somehow I smuggled those records back to my barracks,smuggled,I,DYNAMIC
and got them home intact on my next furlough.,got,I,DYNAMIC
I kept them in good shape,kept,I,STATIVE
until my last 78-rpm turntable died.,died,I,DYNAMIC
End of digression and back to MUSKRAT-KAT-CAT: Muskrat Ramble is credited to Edward Kid Ory and Ray Gilbert.,credited,End,STATIVE
Kid Ory played great jazz trombone.,played,Ory,STATIVE
The only thing I know about Gilbert is that I find him listed as co-author of Muskrat Ramble .,is,thing,STATIVE
"About thirty years ago, when I was concocting an epicurean dish",concocting,I,DYNAMIC
and saw,saw,I,DYNAMIC
"that I had no sherry on hand,",had,I,STATIVE
I went to the liquor store,went,I,DYNAMIC
and bought a bottle of muscatel,bought,I,DYNAMIC
that was being sold for an absurdly low price,sold,that,DYNAMIC
and that I thought,thought,that,STATIVE
might be exactly right for my sauce.,be,,STATIVE
"It wasn't bad,",was,It,STATIVE
The wine jogged my thoughts back to Muscat Ramble .,jogged,wine,DYNAMIC
"Muscatel is made from muscat grapes,",made,Muscatel,STATIVE
"is sometimes called muscat ,",called,made,DYNAMIC
"and, being relatively cheap and sweet and high in alcohol content,",being,,STATIVE
is the booze of choice for a great many wines.,is,,STATIVE
"An old college friend of mine who celebrated his twentieth birthdaymeaning twenty years of AA sobrietya couple of years ago, tells me",tells,friend,DYNAMIC
"that when he was on the skids and riding the rails from drunk tank to drunk tank,",was,he,STATIVE
the favorite terms for muscat were muscadoodle,were,terms,STATIVE
and Napa Valley smoke .,smoke,terms,CANNOT_DECIDE
I made up my mind,made,I,DYNAMIC
that Muscat Ramble was almost certainly the original name of the tune.,was,Ramble,STATIVE
My reasoning is that it is not likely,is,reasoning,STATIVE
"that Kid Ory or Ray Gilbert had ever seen a muskrat,",seen,Gilbert,DYNAMIC
and it's even less likely,'s,it,STATIVE
that they or anyone else has ever seen a muskrat,seen,they,DYNAMIC
doing anything,doing,muskrat,DYNAMIC
that we would be likely to think of as rambling.,be,we,STATIVE
"Muskrats, according to my encyclopedia, look like giant rats,",according,,STATIVE
are found in and around the mudbanks,found,Muskrats,DYNAMIC
"bordering marshes and quiet ponds,",bordering,mudbanks,STATIVE
"have partially webbed feet,",webbed,Muskrats,STATIVE
and do a good deal of swimming.,do,Muskrats,DYNAMIC
They do not appear to do much rambling.,appear,They,DYNAMIC
"Muscat, or muscatel, on the other hand, is found on skid rows all over the land.",found,Muscat,DYNAMIC
"A guy with a bottle-shaped brown paper bag, damp and wrinkled at its upper end, has almost certainly been slugging down a sweet wine of high proof,",slugging,guy,DYNAMIC
and the odds are pretty good,are,odds,STATIVE
you would find,find,you,DYNAMIC
it is a muscadoodle .,is,it,STATIVE
After the guy finishes his Napa Valley smoke,finishes,guy,DYNAMIC
"and has slept it off,",slept,guy,DYNAMIC
he is looking for the means to get another muscat fix.,looking,he,DYNAMIC
Now he is on a ramble with his hand out and a pleading look in his roadmapped eyes.,is,he,STATIVE
I suspect,suspect,I,STATIVE
that that is precisely the song's origin.,is,that,STATIVE
My theory is that the r got put in there,is,theory,STATIVE
simply because muskrat is a more common word than muscat .,is,muskrat,STATIVE
It is the same reason,is,It,STATIVE
"most of us, I assume,",assume,I,STATIVE
"have heard, He's in the hospital with prostrate trouble.",“,”,DYNAMIC
Prostrate is a more common word,is,Prostrate,STATIVE
"that prostate , so prostrate is what we get.",is,prostate,STATIVE
The r fits in naturally.,fits,”,STATIVE
"I got a strange sort of corroboration from my good friend Rosy McHargue,",got,I,DYNAMIC
who is now pushing eighty-seven years,pushing,McHargue,STATIVE
and has spent most of his life,spent,I,DYNAMIC
"playing clarinet and sax with some of the best jazzbandsBenny Goodman, Red Nichols, Ted Weems, and a slew of others.",playing,,DYNAMIC
"Rosy, too, had seen the tune as Muskrat, Muskat , and Muscat .",seen,,DYNAMIC
I asked him,asked,I,DYNAMIC
what he thought,thought,asked,STATIVE
the original title was.,was,title,STATIVE
"He had known Kid Ory well,",known,He,STATIVE
"and he said,",said,He,DYNAMIC
"You know, Tom,",“,said,STATIVE
I'm not exactly sure.,'m,I,STATIVE
I once asked Ory about it,asked,I,DYNAMIC
"and he said,",said,I,DYNAMIC
`It's m-u-s-c-a-t.,'s,It,STATIVE
Muskrat .',Muskrat,,CANNOT_DECIDE
So I think,think,I,STATIVE
that's just the way,'s,that,STATIVE
everyone said muscat .,said,everyone,DYNAMIC
There you are.,are,you,STATIVE
I find a muskrat ramble difficult to imagine visually.,find,I,STATIVE
I picture muskrats wallowing about in the mire,picture,I,DYNAMIC
"and paddling sluggishly through the water,",paddling,muskrats,DYNAMIC
but I wouldn't call that rambling.,call,I,DYNAMIC
"On the other hand, a wino with an empty paper bag on a ramble to maintain his muscat levelnow",—,wino,CANNOT_DECIDE
that has a touch of poetry.,has,that,STATIVE
"Maybe not in the same class with all the birds sing bass, but poetry, nevertheless.",sing,birds,CANNOT_DECIDE
"As a nonexpert, although interested, subscriber to VERBATIM, it is a bit mysterious to me",“,it,STATIVE
that the singular noun absence takes the plural verb are .,takes,absence,DYNAMIC
"I refer to the first sentence of your article about the Longman Dictionary [XV,1].",refer,I,STATIVE
"Helen W. Power, in Women on Language; Women in Language, [XV,2] may bewail the insensitivity of the male.",bewail,Power,DYNAMIC
But she betrays her own elitist insensitivity,betrays,she,DYNAMIC
when she describes a flight attendant as the person,describes,she,DYNAMIC
who passes peanuts on an airplane.,passes,person,DYNAMIC
I hope Ms./Miss/Mrs.,hope,I,STATIVE
Power never needs to draw on the considerable first-aid and emergency training,needs,Power,CANNOT_DECIDE
that every attendant must master.,master,attendant,STATIVE
Antipodean Newsletter,,,CANNOT_DECIDE
"Leonard Bloomfield, having begun with a theory of meaning",begun,Bloomfield,DYNAMIC
which emphasized the environment,emphasized,which,DYNAMIC
"in which objects were present and named,",were,objects,STATIVE
had to add the obvious proviso,had,Bloomfield,DYNAMIC
that we sometimes mention,mention,we,DYNAMIC
what is not present.,is,what,STATIVE
I have lately been reading accounts of the exploration of the western and northwestern deserts of Australia in the 1870s,reading,I,DYNAMIC
and I have become very aware of the effect,become,I,DYNAMIC
absent necessities might have on the frequency of particular items in discourse.,have,necessities,STATIVE
In the desert the missing necessity is water.,is,necessity,STATIVE
"As the explorer Ernest Giles put it,",put,Giles,DYNAMIC
the explorer's experience is a baptism worse than that of firethe baptism of no water.,is,experience,STATIVE
"My impression was that in the journals of desert explorers the word water , alone or in compounds, and words",was,impression,STATIVE
"relating to water, were unusually frequent.",were,words,STATIVE
"It is,",is,suppose,STATIVE
"I suppose, likely",suppose,likely,STATIVE
that people with little money must think of money more,think,people,STATIVE
than the well-off do,do,more,STATIVE
and that the hungry will dwell on thoughts of food and the thirsty on drink.,dwell,people,STATIVE
Here was a chance to quantify such things.,was,Here,STATIVE
I decided to make a count of words,decided,I,DYNAMIC
relating to water in reports of desert exploration.,relating,words,STATIVE
Taking quite at random a single page,Taking,I,DYNAMIC
(page 7) in the journals of the Gregory brothers recording an early,recording,brothers,DYNAMIC
(1846) exploration of country east and north,,,CANNOT_DECIDE
"of Perth, I find the word water",find,I,DYNAMIC
used fifteen times.,used,water,DYNAMIC
"Ten pages on (page 17), water occurs nine times",occurs,pages,DYNAMIC
"but there are also the related words stream (twice), well (twice), pool, channel , and the circumlocution essential element.",are,times,STATIVE
"Two words, dew and shower , refer in the context to the presence of water;",refer,words,STATIVE
the rest are in contexts,are,rest,STATIVE
indicating its absence.,indicating,,STATIVE
"I tried another explorer, Ernest Giles.",tried,I,DYNAMIC
"Taking page 17 again,",Taking,I,DYNAMIC
I was reminded,reminded,I,DYNAMIC
"that Giles is rather given to semi-serious poetic diction at times,",given,Giles,STATIVE
and we find him referring to the presence of water in the Finke River as the stream,find,I,DYNAMIC
purling over its stony floor,,,DYNAMIC
"or, quoting some bygone poet,",quoting,“,DYNAMIC
"brightly the brook through the green leaflets, giddy with joyousness, dances along.",“,“,DYNAMIC
Perhaps present water called for some stylistic celebration.,called,water,DYNAMIC
Two hundred pages further on there is less exuberance in the circumlocution that fluid so terribly scarce,is,Two,STATIVE
"in the region, and in three other references water is simply water .",is,water,STATIVE
Giles is not always waxing poetic,waxing,Giles,STATIVE
"and may, like other explorers, be useful as a source for the history of Australian and general English.",be,Giles,STATIVE
