Clause,mainVerb,mainReferent,Gold
and its use in this setting has been generally eclipsed by mandolin artists since Bill Monroe.,eclipsed,range,DYNAMIC
The amplified instrument has infrequently been used in modern rock music groups.,used,instrument,DYNAMIC
The bowl-back mandocello (mandoloncello) is traditionally used for Italian folk music.,used,mandocello,DYNAMIC
"The most historically significant mandocellist was Raffaele Calace,",was,mandocellist,STATIVE
"who wrote the first method book specifically for liuto cantabile,",wrote,Calace,DYNAMIC
and is thought to have perfected the design of the instrument,thought,Calace,STATIVE
following its putative introduction by the Vinaccia family.,following,,CANNOT_DECIDE
Luigi Embergher also contributed significantly to advancements in the design of the instrument during the late 19th and early 20th centuries.,contributed,Embergher,DYNAMIC
==Image in contemporary music==,,,CANNOT_DECIDE
"Accomplished artists specializing in mandocello performance in 21st century America are relatively few in number,",are,America,STATIVE
and only a modest number of contemporary recordings prominently feature the instrument.,feature,Image,STATIVE
"One American mandocello artist, Stanley Greenthal, is a specialist in the music of Brittany and an instructor at Zouk Fest.",is,artist,STATIVE
"The mandolinist Radim Zenkl is also well known for performances of American, Italian, and other European folk music on the mandocello.",known,Zenkl,STATIVE
"One recent recording with mandolin virtuosos Carlo Aonzo and David Grisman has featured Zenkl's mandocello on the album of Italian folk music ""Traversata""",featured,recording,DYNAMIC
published by Acoustic Disc.,published,album,DYNAMIC
"Steve Knightley of the English folk-rock band Show of Hands plays the cello-mandolin,",plays,Knightley,DYNAMIC
"however his instrument is tuned GDAD, similar to an octave mandolin.",tuned,plays,STATIVE
"Mike Marshall, best known for his collaborations with David Grisman, Darol Anger and Chris Thile has performed and recorded frequently with the mandocello.",performed,Marshall,DYNAMIC
==Famous uses==,uses,Famous,CANNOT_DECIDE
Rick Nielsen of the band Cheap Trick has a guitar collection,has,Trick,STATIVE
that includes electric mandocellos custom,includes,collection,STATIVE
made by Hamer Guitars.,made,custom,DYNAMIC
"Such an instrument was used for the title track from their LP Heaven Tonight,",used,instrument,DYNAMIC
"while their song Mandocello, released on the band's debut album,",released,Mandocello,DYNAMIC
used a standard acoustic mandocello.,used,Mandocello,DYNAMIC
This song was later covered by Concrete Blonde,covered,song,DYNAMIC
and released on their album Still in Hollywood.,released,song,DYNAMIC
