Clause,mainVerb,mainReferent,Gold
=femme+fatale&first=,,,CANNOT_DECIDE
1&max_to_show,,,CANNOT_DECIDE
=10&hilite=,,,CANNOT_DECIDE
"50083541se3 ),",,,CANNOT_DECIDE
is an apt description of the depiction of Madame White Snake and all her incarnations.,is,term,STATIVE
It refers to a woman,refers,It,STATIVE
"who is dangerously attractive,",is,woman,STATIVE
and lures men to their downfall with her sexual attractiveness.,lures,woman,DYNAMIC
"In both incarnations of Madame White snake, the authors depict her as bewitchingly beautiful.",depict,authors,DYNAMIC
"Toyoo, her human lover in Lust of the White Serpant cannot shake the image of her beauty from his mind",shake,Toyoo,DYNAMIC
"and dreams of her,",,,DYNAMIC
and finds himself disturbed and agitated by her ethereal beauty.,finds,Toyoo,DYNAMIC
"Ueda, Akinari.",,,CANNOT_DECIDE
Ugetsu Monogatari : Tales of Moonlight and Rain : A Complete English Version of the Eighteenth-Century Japanese Collection of Tales of the Supernatural.,,,CANNOT_DECIDE
"Vancouver: University of British Columbia Press, 1974, 162-164.",,,CANNOT_DECIDE
"In Eternal Prisoner, Madame White Snakes bewitching beauty follows her lover Hs into his dreams,",follows,beauty,DYNAMIC
and the next morning he was so distracted,distracted,he,STATIVE
that he could not concentrate on doing business.,concentrate,he,DYNAMIC
Eternal Prisoner under the Thunder Peak Pagoda.,“,,CANNOT_DECIDE
Trans.,,,CANNOT_DECIDE
"Diana Yu, in Y. W. Ma and Joseph S. M. Lau.",,,CANNOT_DECIDE
Traditional Chinese Stories : Themes and Variations.,,,CANNOT_DECIDE
"Boston: Zheng & Zui Co, 1986, 358.",,,CANNOT_DECIDE
"Both of these stories align negative connotations with her beauty,",align,Both,DYNAMIC
suggesting,suggesting,Both,STATIVE
that her sexuality is the cause of their distraction.,is,sexuality,STATIVE
"In addition to distracting sexuality, the irregular characterization of Madame White Snake might be another trait",be,characterization,STATIVE
her character has in common with the archetypical noir femme fatale.,has,,STATIVE
"In her essay analyzing the noir film from a feminist perspective, Christine Gledhill writes",writes,Gledhill,DYNAMIC
Not only is the hero frequently not sure,is,,STATIVE
"whether the woman is honest or a deceiver,",is,woman,STATIVE
but the heroines characterisation is itself fractured,fractured,“,STATIVE
so that it is not evident to the audience,is,it,STATIVE
whether she fills the [femme fatale] stereotype or not.,fills,she,STATIVE
"Christine Gledhill, Klute 1: A Contemporary Film Noir and Feminist Criticism, in Feminism and Film, ed.",”,Gledhill,CANNOT_DECIDE
"E. Ann Kaplan (New York: Oxford University Press, 2004), 81.",,,CANNOT_DECIDE
"While both stories each characterize Madame White Snake fairly consistently within their narratives,",characterize,stories,DYNAMIC
the uneven characterization in film noir perhaps mirrors the evolution of her character over time,mirrors,characterization,DYNAMIC
: readers may not be sure,be,readers,STATIVE
whether she is a pure villainess,is,she,STATIVE
or whether she is a good wife,is,she,STATIVE
"who is badly treated by society,",treated,wife,DYNAMIC
because there is evidence of both throughout her legend.,is,evidence,STATIVE
She is a loyal wife to her husband,is,She,STATIVE
"as she has promised,",promised,she,DYNAMIC
but she also causes him to find trouble with the law,causes,wife,DYNAMIC
and deceives him about her supernatural nature.,deceives,wife,DYNAMIC
The complications in her character serve to undercut the ostensible didactic intent of these stories.,serve,complications,STATIVE
A simple reading of the story might produce the idea,produce,reading,DYNAMIC
"that Madame White Snake represents dangerous female aggression and sexuality that traps the man,",represents,Snake,STATIVE
and she must be defeated and punished by society.,defeated,reading,DYNAMIC
This is quite similar to the expected end for the femme fatal character in films -,is,This,STATIVE
she is punished in some way,punished,she,DYNAMIC
so that social order and proper gender roles are restored.,restored,roles,DYNAMIC
"In both stories, Madame White Snakes secret is uncovered",uncovered,secret,DYNAMIC
"and a monk comes to exorcise her,",comes,secret,DYNAMIC
and she is eventually rendered powerless and trapped under a pagoda.,rendered,monk,DYNAMIC
"Her husband becomes a monk,",becomes,husband,DYNAMIC
"and this further implicates Lady White Snake, this time from a Buddhist perspective.",implicates,husband,DYNAMIC
Female beauty is a dangerous thing,is,beauty,STATIVE
that ties men to the transitory world,ties,thing,STATIVE
and prohibits them from being free from desire and ascending to Nirvana.,prohibits,thing,DYNAMIC
"Furthermore, Lady White Snakes lover is far from the ideal man.",is,lover,STATIVE
He is weak-willed and not particularly useful.,is,useful,STATIVE
"In Lust, the priest informs",informs,priest,DYNAMIC
Toyoo Those creatures took advantage of your fair looks,took,creatures,DYNAMIC
and tempted you.,tempted,creatures,DYNAMIC
"But you, yourself, owing to a lack of courage and spirit, fell victim to their temporary form Ugetsu Monogatari, 177-178. .",177-178,you,DYNAMIC
"The implications of this are that a stronger, more capable man would not fall for the Ladys trickery.",are,implications,STATIVE
But are the morals of these stories entirely sincere?,are,morals,CANNOT_DECIDE
"If they were, Madame White Snake would be unmistakably depicted as an evil character.",depicted,Snake,STATIVE
"Instead, both these stories feature many moments",feature,stories,STATIVE
"where readers have great sympathy for her, despite her depraved sexuality.",have,readers,STATIVE
"Certainly, readers admire her patience and loyalty:",admire,readers,STATIVE
"I searched everywhere, and now",“,readers,DYNAMIC
"that at last Ive found you, Im very happy,",’m,I,DYNAMIC
" Ibid.,173.",”,,CANNOT_DECIDE
she gushes to him in Lust.,gushes,she,DYNAMIC
Readers must also acknowledge,acknowledge,Readers,DYNAMIC
that her human lover is breaking his promise to her,breaking,lover,DYNAMIC
when he leaves her.,leaves,he,DYNAMIC
"She pleads with him,",pleads,She,DYNAMIC
"We have a love bond between us, as constant as the Tai Mountains and the Eastern Sea,",have,We,STATIVE
and we must live and die together.,live,She,STATIVE
"Please, since we are already married, take me back,",take,,STATIVE
and lets stay together the rest of our lives.,let,,CANNOT_DECIDE
Wouldnt that be wonderful?,be,that,CANNOT_DECIDE
"Eternal Prisoner, 369.",,,CANNOT_DECIDE
"In another traditional vernacular story, Tsu Shih-Niang Sinks the Jewel Box in Anger, Tu Shih-Niang Sinks the Jew Box in Anger, trans, Richard M. W. Ho, in Y. W. Ma and Joseph S. M. Lau.",,,CANNOT_DECIDE
Traditional Chinese Stories : Themes and Variations.,,,CANNOT_DECIDE
"Boston: Zheng & Zui Co, 1986, 358. ",,,CANNOT_DECIDE
the male protagonist breaks a promise,breaks,protagonist,DYNAMIC
"he made to his concubine lover,",made,he,DYNAMIC
"and suffers for it,",suffers,protagonist,DYNAMIC
suggesting,suggesting,protagonist,STATIVE
"that traditionally, loyalty and keeping ones word was valued on the mans part as well as a womans.",valued,word,STATIVE
"So her husbands failure to follow through on his end of the bargain,",follow,failure,CANNOT_DECIDE
completely forgetting the love,forgetting,failure,DYNAMIC
"he once had for her,",had,he,STATIVE
makes readers more sympathetic to Madame White Snakes plight.,makes,failure,DYNAMIC
"However, no matter how much sympathy Madame White Snake may gather from readers, the story still ends with her",ends,story,DYNAMIC
trapped under the pagoda.,trapped,story,STATIVE
"These stories draw from the long tradition of supernatural and ghost stories,",draw,stories,STATIVE
which usually end with the demon,end,tradition,DYNAMIC
destroyed or at least subdued.,destroyed,demon,STATIVE
"In the initial versions of this story Madame White Snake harmed her human lover, so her entrapment under a pagoda by a Taoist monk or later,",harmed,Snake,DYNAMIC
"a Buddhist monk Lai, 53.",monk,later,CANNOT_DECIDE
would have been a satisfying ending.,been,,STATIVE
Readers of early versions of the story might have been cheering for the defeat of this demon,cheering,Readers,DYNAMIC
"disguised as a beauty,",disguised,defeat,STATIVE
and would have enjoyed reading the stories for the lurid horror details and later her crushing defeat.,enjoyed,Readers,DYNAMIC
"Conversely, the authors of the two stories examined here do not give readers motivation to wish for the death of Madame White Snake,",give,authors,STATIVE
"so the pleasure of the narrative - to borrow appropriate phrasing from film theory - comes not from the death of the insubordinate, disruptive force,",comes,pleasure,STATIVE
from watching the transgressions themselves.,watching,pleasure,DYNAMIC
"In an essay on the femme fatale heroines of film noir, Janey Place argues",argues,Place,DYNAMIC
that the strong behavior of the female characters supersedes the moral lessons,supersedes,behavior,DYNAMIC
supposedly imparted by their morals at the end.,imparted,lessons,DYNAMIC
"She writes, the final lesson of the myth often fades into the background",writes,She,DYNAMIC
"and we retain the image of the erotic, strong, unrepressed (if destructive) woman.",retain,background,STATIVE
"Janey Place, Women in Film Noir in Women in Film Noir, ed.",ed,Place,CANNOT_DECIDE
E. Ann Kaplan (London:,,,CANNOT_DECIDE
"British Film Institute, 2003), 48.",,,CANNOT_DECIDE
"In these two stories, the femme fatale Madame White Snake is going to live on in the minds of readers",going,Snake,DYNAMIC
"not as the shrunken snake trapped under a pagoda, but the sexy, aggressive woman",trapped,snake,STATIVE
who took a weaker human man as her lover.,took,woman,DYNAMIC
"This resistant reading of the text may be too colored by modern viewpoints,",colored,reading,STATIVE
since it is impossible to know for certain,is,it,STATIVE
what readers in the past enjoyed about these stories.,enjoyed,readers,DYNAMIC
"However, consciously or unconsciously, these authors created a female character",created,authors,DYNAMIC
who fits the characteristics of a feisty heroine.,fits,character,STATIVE
"In fact, Communists in the PRC in the 1970s reclaimed her as a feminist symbol for women who rebel against the patriarchy.",reclaimed,Communists,DYNAMIC
"Lai, 52.",,,CANNOT_DECIDE
"Just as the dangerous femme fatale of noir films has reemerged as a heroine in her own right, rather than the sexy death trap for the male protagonist,",reemerged,fatale,DYNAMIC
so too Lady White Snake should be reclaimed for her sexual assertiveness and life slightly outside the bounds of conventional social expectations.,reclaimed,Snake,DYNAMIC
