Clause,mainVerb,mainReferent,Gold
The drone is generally designed in two or more parts with a sliding joint,designed,drone,STATIVE
so that the pitch of the drone can be adjusted.,adjusted,pitch,DYNAMIC
"Depending on the type of pipes, the drones may lie over the shoulder, across the arm opposite the bag,",Depending,,STATIVE
or may run parallel to the chanter.,run,drones,STATIVE
"Some drones have a tuning screw,",have,drones,STATIVE
"which effectively alters the length of the drone by opening a hole,",alters,screw,DYNAMIC
allowing the drone to be tuned to two or more distinct pitches.,allowing,screw,STATIVE
The tuning screw may also shut off the drone altogether.,shut,screw,DYNAMIC
"In most types of pipes, where there is one drone it is pitched two octaves below the tonic of the chanter.",pitched,it,STATIVE
Additional drones often add the octave below and then a drone consonant with the fifth of the chanter.,add,drones,DYNAMIC
== History ==,,,CANNOT_DECIDE
=== Ancient origins ===,,,CANNOT_DECIDE
