Clause,mainVerb,mainReferent,Gold
"The northernmost sightings of narwhal have occurred north of Franz Joseph Land, at about 85 North latitude.",occurred,sightings,DYNAMIC
Most of the world's narwhals are concentrated in the fjords and inlets of Northern Canada and western Greenland.,concentrated,Most,STATIVE
They are able to survive in depths of up to below sea level.,are,They,STATIVE
===Migration===,,,CANNOT_DECIDE
"Narwhals exhibit seasonal migrations, with a high fidelity of return to preferred, ice-free summering grounds, usually in shallow waters.",summering,,STATIVE
"In summer months, they move closer to coasts, usually in pods of 10100.",move,they,DYNAMIC
"In the winter, they move to offshore, deeper waters under thick pack ice,",move,they,DYNAMIC
"surfacing in narrow fissures in the sea ice, or leads.",surfacing,they,DYNAMIC
"As spring comes, these leads open up into channels and the narwhals return to the coastal bays.",open,leads,DYNAMIC
Narwhals from Canada and West Greenland winter regularly in the pack ice of Davis Strait and Baffin Bay along the continental slope with less than 5% open water and high densities of Greenland halibut.,open,Narwhals,DYNAMIC
Feeding in the winter accounts for a much larger portion of narwhal energy intake than in the summer.,accounts,Feeding,STATIVE
==Behaviour==,,,CANNOT_DECIDE
"Narwhals normally congregate in groups of about five to ten, and sometimes up to 20 outside the summer.",congregate,Narwhals,DYNAMIC
"Groups may be ""nurseries"" with only females and young,",be,Groups,STATIVE
or can contain only post-dispersal juveniles or adult males,contain,nurseries,STATIVE
"(""bulls""), but mixed groups can occur at any time of year.",occur,nurseries,DYNAMIC
"In the summer, several groups come together,",come,groups,DYNAMIC
forming larger aggregations,forming,,DYNAMIC
which can contain from 500 to over 1000 individuals.,contain,aggregations,STATIVE
"At times, bull narwhals rub their tusks together,",rub,narwhals,DYNAMIC
"which is known as ""tusking"".",known,tusks,STATIVE
This is thought to maintain social dominance hierarchies or maintenance of the tusk as a sensitive sensory organ.,thought,This,STATIVE
===Diet===,,,CANNOT_DECIDE
Narwhals have a relatively restricted and specialized diet.,have,=,STATIVE
"Their prey is predominantly composed of Greenland halibut, polar and Arctic cod, cuttlefish, shrimp and armhook squid.",composed,prey,STATIVE
"Additional items found in stomachs have included wolffish, capelin, skate eggs and sometimes rocks,",included,items,STATIVE
accidentally ingested,ingested,items,DYNAMIC
when whales feed near the bottom.,feed,whales,DYNAMIC
"Due to the lack of well-developed dentition in the mouth, narwhals are believed to feed by swimming towards prey",believed,narwhals,STATIVE
until it is within close range,is,it,STATIVE
and then sucking it with considerable force into the mouth.,sucking,narwhals,DYNAMIC
It is thought,thought,It,STATIVE
"that the beaked whales, which have similarly reduced dentition,",reduced,whales,STATIVE
also suck up their prey.,suck,whales,DYNAMIC
Narwhals have a very intense summer feeding society.,have,Narwhals,STATIVE
One study published in the Canadian Journal of Zoology tested 73 narwhals of different age and gender to see,tested,study,DYNAMIC
what they ate.,ate,they,DYNAMIC
The individuals were from the Pond Inlet,were,individuals,STATIVE
and had their stomach contents,had,individuals,CANNOT_DECIDE
tested from June 1978 until September 1979.,tested,contents,DYNAMIC
The study found in 1978,found,study,DYNAMIC
"that the Arctic cod (Boreogadus saida) made up about 51% of the diet of the narwhals, with the next most common animal being the Greenland halibut",made,cod,STATIVE
"(Reinhardtius hippoglossoides), consisting of 37% of the weight of their diet.",consisting,halibut,STATIVE
"A year later, the percentages of both animals in the diet of narwhals had changed.",changed,percentages,DYNAMIC
"Arctic cod represented 57%, and Greenland halibut 29% in 1979.",represented,cod,STATIVE
"The deep-water fish - halibut, redfish (Sebastes marinus), and polar cod (Arctogadus glacialis) -",,,CANNOT_DECIDE
"are found in the diet of the males,",found,fish,STATIVE
which means that the narwhals can dive deeper than below sea level.,means,diet,DYNAMIC
The study found,found,study,DYNAMIC
that the dietary needs of the narwhal did not differ among genders or ages.,differ,needs,STATIVE
===Diving===,,,CANNOT_DECIDE
"When in their wintering waters, narwhals make some of the deepest dives",make,narwhals,DYNAMIC
"recorded for a marine mammal, diving to at least over 15 times per day,",recorded,dives,DYNAMIC
"with many dives reaching 1,500 metres (4,900 feet).",reaching,dives,DYNAMIC
"Dives to these depths last around 25 minutes,",,,STATIVE
including the time,including,,STATIVE
spent at the bottom and the transit down and back from the surface.,spent,time,DYNAMIC
===Communication===,,,CANNOT_DECIDE
"As with most toothed whales, narwhals use sound to navigate and hunt for food.",use,narwhals,DYNAMIC
"""Clicks"", ""whistles"" and ""knocks"", may be created via air between chambers near the blow-hole,",created,Clicks,DYNAMIC
and reflected off the sloping front of the skull.,reflected,Clicks,DYNAMIC
"These sounds are then focused by the animal's melon,",focused,sounds,DYNAMIC
which can be controlled by musculature.,controlled,melon,DYNAMIC
"""Click trains"" are produced both for echo-location of prey, and for locating obstacles at short distances.",produced,trains,DYNAMIC
It is possible,is,It,STATIVE
"that individual ""bangs"" are capable of disorienting or incapacitating prey,",are,bangs,STATIVE
"making them easier to hunt,",making,disorienting,DYNAMIC
but this has not been verified.,verified,It,DYNAMIC
"The whistles of a narwhal are rarely heard,",heard,whistles,DYNAMIC
especially compared to the beluga.,compared,,STATIVE
Other sounds produced by narwhals include trumpeting and squeaking door sounds.,include,sounds,STATIVE
